frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m
2726,93.548,3.144,3.017,bbox,33.15,26.045,35.972,26.201,3.4159,6.9255
2727,93.583,2.525,3.017,pose,33.15,26.092,35.972,26.234,3.4059,6.9448
2728,93.617,3.213,3.111,bbox,33.15,26.092,35.972,26.234,3.4029,6.952
2729,93.651,3.227,3.144,bbox,33.15,26.092,35.972,26.234,3.4009,6.9644
2730,93.686,2.529,3.144,pose,33.15,26.123,35.972,26.234,3.3874,6.9739
2731,93.72,3.213,3.213,bbox,33.15,26.123,35.972,26.234,3.3899,6.9789
2732,93.754,3.183,3.213,bbox,33.15,26.123,35.972,26.271,3.3999,6.9863
2733,93.789,2.48,3.183,pose,33.15,26.123,35.972,26.271,3.4036,6.9967
2734,93.823,3.182,3.182,bbox,33.15,26.123,35.972,26.271,3.4078,7.0065
2735,93.857,3.172,3.182,bbox,33.15,26.123,35.972,26.271,3.4077,7.0075
2736,93.892,2.519,3.172,pose,33.15,26.123,35.972,26.304,3.4049,7.0089
2737,93.926,3.232,3.172,bbox,33.15,26.123,35.972,26.304,3.4111,7.0124
2738,93.96,3.244,3.182,bbox,33.15,26.123,35.972,26.304,3.4217,7.0353
2739,93.995,2.544,3.172,pose,33.15,26.123,35.972,26.304,3.4284,7.0589
2740,94.029,3.283,3.232,bbox,33.15,26.123,35.972,26.304,3.4115,7.0654
2741,94.063,3.287,3.244,bbox,33.15,26.123,35.972,26.356,3.3975,7.0626
2742,94.097,2.53,3.244,pose,33.15,26.123,35.972,26.356,3.3855,7.0567
2743,94.132,3.301,3.283,bbox,33.15,26.123,35.972,26.356,3.3991,7.0548
2744,94.166,3.292,3.287,bbox,33.15,26.123,35.972,26.356,3.4165,7.0938
2745,94.2,2.57,3.287,pose,33.15,26.123,35.972,26.356,3.4475,7.1524
2746,94.235,3.294,3.292,bbox,33.15,26.123,35.972,26.391,3.4656,7.205
2747,94.269,3.298,3.294,bbox,33.194,26.123,35.972,26.45,3.4869,7.2431
2748,94.303,2.717,3.292,pose,33.194,26.123,35.972,26.502,3.5252,7.2722
2749,94.338,3.226,3.226,bbox,33.234,26.123,35.972,26.54,3.5797,7.2978
2750,94.372,3.189,3.226,bbox,33.272,26.123,35.972,26.54,3.6295,7.3265
2751,94.406,2.67,3.189,pose,33.326,26.123,35.972,26.595,3.6679,7.3324
2752,94.441,3.128,3.128,bbox,33.376,26.123,35.972,26.595,3.703,7.3427
2753,94.475,3.113,3.128,bbox,33.415,26.123,35.972,26.63,3.7301,7.3532
2754,94.509,2.622,3.113,pose,33.45,26.123,35.972,26.63,3.7444,7.3562
2755,94.544,3.136,3.113,bbox,33.45,26.123,35.972,26.63,3.7719,7.3725
2756,94.578,3.184,3.128,bbox,33.491,26.123,35.972,26.63,3.7872,7.3981
2757,94.612,2.447,3.113,pose,33.491,26.123,35.972,26.67,3.8047,7.4681
2758,94.647,3.171,3.136,bbox,33.534,26.123,35.972,26.67,3.8514,7.4806
2759,94.681,3.134,3.136,bbox,33.534,26.123,35.972,26.765,3.8884,7.4827
2760,94.715,2.222,3.134,pose,33.598,26.123,35.972,26.765,3.9542,7.4882
2761,94.749,3.036,3.036,bbox,33.635,26.123,35.972,26.765,4.0117,7.4877
2762,94.784,2.999,3.036,bbox,33.701,26.123,35.972,26.765,4.0553,7.4939
2763,94.818,2.13,2.999,pose,33.758,26.123,35.972,26.765,4.1108,7.5146
2764,94.852,2.922,2.922,bbox,33.802,26.123,35.972,26.765,4.1626,7.5353
2765,94.887,2.898,2.922,bbox,33.858,26.123,35.972,26.812,4.2122,7.5516
2766,94.921,2.103,2.898,pose,33.909,26.123,35.972,26.812,4.2554,7.5521
2767,94.955,2.844,2.844,bbox,33.959,26.123,35.972,26.812,4.2801,7.5257
2768,94.99,2.831,2.844,bbox,34.002,26.123,35.972,26.812,4.2854,7.5351
2769,95.024,2.112,2.831,pose,34.002,26.123,35.972,26.849,4.2784,7.5722
2770,95.058,3.011,2.831,bbox,34.002,26.123,35.972,26.849,4.2693,7.7209
2771,95.093,3.065,2.844,bbox,34.002,26.123,35.972,26.849,4.2535,7.7454
2772,95.127,2.326,2.831,pose,34.002,26.123,35.972,27.018,4.2328,7.7783
2773,95.161,3.122,3.011,bbox,34.002,26.123,35.972,27.018,4.2207,7.7946
2774,95.196,3.156,3.065,bbox,34.002,26.123,35.972,27.075,4.2172,7.831
2775,95.23,2.526,3.065,pose,34.002,26.158,35.972,27.075,4.2126,7.8384
2776,95.264,3.219,3.122,bbox,34.002,26.158,35.972,27.128,4.2015,7.8614
2777,95.299,3.262,3.156,bbox,34.002,26.158,35.972,27.128,4.1939,7.8587
2778,95.333,2.36,3.156,pose,34.002,26.158,35.972,27.128,4.1934,7.8492
2779,95.367,3.215,3.215,bbox,34.002,26.158,35.972,27.128,4.1933,7.8335
2780,95.402,3.189,3.215,bbox,34.002,26.158,35.972,27.128,4.1932,7.7976
2781,95.436,2.137,3.189,pose,34.002,26.158,35.972,27.128,4.2041,7.7709
2782,95.47,3.038,3.038,bbox,34.002,26.158,36.005,27.128,4.208,7.6906
2783,95.504,2.895,3.038,bbox,34.002,26.158,36.005,27.128,4.2736,7.5317
2784,95.539,1.971,2.895,pose,34.002,26.158,36.112,27.128,4.332,7.4033
2785,95.573,2.627,2.627,bbox,34.055,26.158,36.262,27.128,4.355,7.325
2786,95.607,2.578,2.627,bbox,34.113,26.158,36.39,27.128,4.3686,7.2834
2787,95.642,1.931,2.578,pose,34.113,26.158,36.469,27.128,4.3806,7.2201
2788,95.676,2.64,2.578,bbox,34.15,26.158,36.51,27.128,4.3728,7.1964
2789,95.71,2.644,2.627,bbox,34.15,26.158,36.574,27.128,4.3574,7.1721
2790,95.745,1.956,2.578,pose,34.15,26.158,36.574,27.128,4.3403,7.1778
2791,95.779,2.575,2.575,bbox,34.15,26.158,36.613,27.128,4.3176,7.1809
2792,95.813,2.553,2.575,bbox,34.15,26.158,36.613,27.128,4.2951,7.2018
2793,95.848,1.9,2.553,pose,34.15,26.209,36.613,27.128,4.2872,7.1828
2794,95.882,2.574,2.553,bbox,34.15,26.209,36.613,27.128,4.2876,7.2034
2795,95.916,2.658,2.574,bbox,34.15,26.239,36.613,27.128,4.2638,7.2579
2796,95.951,2.267,2.553,pose,34.15,26.239,36.613,27.128,4.1962,7.2685
2797,95.985,2.841,2.574,bbox,34.15,26.239,36.613,27.205,4.1044,7.2873
2798,96.019,2.954,2.658,bbox,34.15,26.33,36.613,27.205,4.0886,7.3768
2799,96.054,2.96,2.841,bbox,34.15,26.404,36.613,27.205,4.1226,7.3976
2800,96.088,3.007,2.954,bbox,34.15,26.404,36.613,27.324,4.1486,7.404
2801,96.122,3.013,2.96,bbox,34.15,26.404,36.613,27.324,4.1856,7.461
2802,96.156,3.071,3.007,bbox,34.15,26.404,36.613,27.324,4.2209,7.5561
2803,96.191,2.991,3.007,bbox,34.213,26.404,36.613,27.408,4.2198,7.5381
2804,96.225,3.23,3.013,bbox,34.247,26.404,36.613,27.485,4.2337,7.5631
2805,96.259,2.901,3.013,pose,34.247,26.404,36.613,27.485,4.246,7.5583
2806,96.294,3.245,3.071,bbox,34.247,26.404,36.613,27.485,4.2401,7.5542
2807,96.328,3.083,3.083,bbox,34.247,26.404,36.613,27.485,4.2376,7.5237
2808,96.362,3.029,3.083,pose,34.247,26.404,36.613,27.485,4.2284,7.4582
2809,96.397,2.822,3.029,bbox,34.247,26.404,36.613,27.485,4.219,7.3229
2810,96.431,2.787,3.029,bbox,34.247,26.404,36.693,27.485,4.2151,7.2819
2811,96.465,3.052,3.029,pose,34.247,26.404,36.828,27.485,4.2129,7.1925
2812,96.5,2.762,2.822,bbox,34.247,26.404,36.869,27.485,4.0935,7.1152
2813,96.534,2.814,2.814,bbox,34.247,26.404,36.958,27.485,4.0961,7.0196
2814,96.568,2.533,2.787,pose,34.247,26.527,37.036,27.485,4.0913,6.8872
2815,96.603,2.66,2.762,bbox,34.247,26.527,37.131,27.485,4.1223,6.8564
2816,96.637,2.595,2.66,bbox,34.247,26.527,37.264,27.485,4.0715,6.7675
2817,96.671,2.516,2.595,bbox,34.247,26.527,37.294,27.485,4.0502,6.6615
2818,96.706,2.483,2.533,bbox,34.247,26.527,37.383,27.485,4.0246,6.6134
2819,96.74,2.533,2.533,bbox,34.247,26.573,37.489,27.485,4.0006,6.625
2820,96.774,2.473,2.516,bbox,34.247,26.573,37.526,27.485,3.9624,6.5863
2821,96.809,2.515,2.515,bbox,34.247,26.623,37.526,27.485,3.9378,6.5737
2822,96.843,2.559,2.515,bbox,34.247,26.661,37.565,27.485,3.9181,6.5853
2823,96.877,2.649,2.533,pose,34.247,26.661,37.565,27.485,3.7381,6.5389
2824,96.911,2.93,2.559,bbox,34.247,26.705,37.565,27.485,3.6799,6.6226
2825,96.946,2.862,2.649,bbox,34.247,26.855,37.565,27.485,3.6814,6.5822
2826,96.98,2.13,2.649,pose,34.247,26.912,37.565,27.485,3.6233,6.2538
2827,97.014,2.458,2.649,bbox,34.247,26.912,37.612,27.485,3.5838,6.1339
2828,97.049,2.41,2.458,bbox,34.247,26.97,37.762,27.485,3.5398,6.0747
2829,97.083,1.877,2.41,pose,34.247,27.01,37.882,27.485,3.497,6.0085
2830,97.117,2.385,2.385,bbox,34.247,27.054,37.941,27.485,3.454,5.9473
2831,97.152,2.359,2.385,bbox,34.247,27.097,38.007,27.485,3.4136,5.8844
2832,97.186,2.151,2.359,pose,34.247,27.139,38.068,27.485,3.4367,5.8543
2833,97.22,2.286,2.286,bbox,34.247,27.139,38.131,27.485,3.4258,5.8175
2834,97.255,2.347,2.347,bbox,34.247,27.139,38.161,27.485,3.3689,5.7974
2835,97.289,1.957,2.286,pose,34.247,27.18,38.198,27.485,3.2853,5.795
2836,97.323,2.474,2.286,bbox,34.247,27.225,38.198,27.485,3.2053,5.772
2837,97.358,2.478,2.347,bbox,34.247,27.308,38.198,27.485,3.174,5.7269
2838,97.392,2.166,2.347,pose,34.247,27.388,38.244,27.485,3.1084,5.7258
2839,97.426,2.644,2.474,bbox,34.247,27.419,38.244,27.485,3.0551,5.7423
2840,97.461,2.663,2.478,bbox,34.247,27.485,38.289,27.485,2.9854,5.7151
2841,97.495,2.474,2.478,pose,34.247,27.538,38.289,27.485,2.9203,5.6933
2842,97.529,2.733,2.644,bbox,34.247,27.608,38.289,27.485,2.859,5.7407
2843,97.563,2.714,2.663,bbox,34.247,27.673,38.289,27.485,2.8166,5.7534
2844,97.598,2.716,2.714,bbox,34.247,27.734,38.289,27.485,2.7431,5.7677
2845,97.632,2.702,2.714,bbox,34.247,27.777,38.289,27.485,2.6859,5.7519
2846,97.666,2.69,2.714,bbox,34.247,27.85,38.289,27.485,2.6467,5.7411
2847,97.701,2.619,2.702,pose,34.247,27.908,38.289,27.485,2.6306,5.7411
2848,97.735,2.815,2.702,bbox,34.247,27.947,38.289,27.485,2.534,5.7546
2849,97.769,2.919,2.702,bbox,34.247,27.947,38.289,27.485,2.4648,5.7708
2850,97.804,2.765,2.765,pose,34.247,28.06,38.289,27.485,2.3983,5.783
2851,97.838,3.206,2.815,bbox,34.247,28.129,38.289,27.529,2.2935,5.7891
2852,97.872,3.329,2.919,bbox,34.247,28.195,38.289,27.529,2.2148,5.8088
2853,97.907,2.95,2.95,pose,34.247,28.3,38.289,27.529,2.1505,5.8222
2854,97.941,3.569,3.206,bbox,34.247,28.379,38.289,27.567,2.0847,5.8214
2855,97.975,3.657,3.329,bbox,34.247,28.443,38.289,27.567,2.0443,5.8361
2856,98.01,3.041,3.329,pose,34.247,28.509,38.289,27.567,2.0161,5.8259
2857,98.044,3.639,3.569,bbox,34.247,28.549,38.289,27.567,1.9988,5.7451
2858,98.078,3.59,3.59,bbox,34.247,28.549,38.289,27.567,1.98,5.6878
2859,98.113,3.115,3.59,pose,34.247,28.595,38.352,27.567,1.9661,5.6652
2860,98.147,3.451,3.451,bbox,34.247,28.595,38.41,27.567,1.9297,5.6088
2861,98.181,3.291,3.451,bbox,34.247,28.627,38.41,27.567,1.9258,5.4971
2862,98.216,2.981,3.291,pose,34.247,28.659,38.489,27.567,1.9349,5.5401
2863,98.25,3.17,3.17,bbox,34.247,28.659,38.557,27.567,1.9783,5.5003
2864,98.284,3.018,3.17,bbox,34.247,28.659,38.597,27.567,2.0032,5.3151
2865,98.318,3.008,3.018,pose,34.291,28.659,38.597,27.567,2.0196,5.2957
2866,98.353,2.884,3.008,bbox,34.291,28.659,38.75,27.567,2.0066,5.2638
2867,98.387,2.891,3.008,bbox,34.291,28.659,38.75,27.567,2.007,5.1711
2868,98.421,2.965,2.965,pose,34.291,28.659,38.802,27.567,2.0215,5.2547
2869,98.456,2.853,2.891,bbox,34.332,28.659,38.802,27.567,2.0302,5.151
2870,98.49,2.892,2.891,bbox,34.332,28.659,38.866,27.567,2.0588,5.2
2871,98.524,2.486,2.891,pose,34.332,28.659,38.866,27.567,2.0729,5.1328
2872,98.559,2.801,2.853,bbox,34.371,28.659,38.915,27.567,2.0953,5.0781
2873,98.593,2.774,2.801,bbox,34.371,28.659,38.915,27.567,2.1255,5.0545
2874,98.627,2.141,2.774,pose,34.408,28.659,38.988,27.567,2.1775,5.0177
2875,98.662,2.695,2.695,bbox,34.438,28.659,38.988,27.567,2.2237,5.041
2876,98.696,2.709,2.709,bbox,34.49,28.659,38.988,27.567,2.2493,5.0569
2877,98.73,1.95,2.695,pose,34.536,28.659,38.988,27.567,2.271,5.0728
2878,98.765,2.752,2.695,bbox,34.536,28.659,38.988,27.567,2.2756,5.0812
2879,98.799,2.743,2.709,bbox,34.583,28.659,38.988,27.567,2.2804,5.0661
2880,98.833,1.94,2.709,pose,34.583,28.659,38.988,27.567,2.2781,5.0212
2881,98.868,2.673,2.673,bbox,34.583,28.659,38.988,27.567,2.2807,4.9891
2882,98.902,2.576,2.673,bbox,34.583,28.659,39.044,27.567,2.268,4.8988
2883,98.936,2.078,2.576,pose,34.583,28.659,39.077,27.567,2.2835,4.8399
2884,98.97,2.417,2.417,bbox,34.583,28.659,39.167,27.567,2.328,4.8418
2885,99.005,2.335,2.417,bbox,34.583,28.659,39.167,27.567,2.4141,4.8689
2886,99.039,2.121,2.335,pose,34.64,28.659,39.167,27.567,2.4686,4.9028
2887,99.073,2.302,2.302,bbox,34.726,28.659,39.167,27.567,2.5077,4.9447
2888,99.108,2.309,2.309,bbox,34.781,28.659,39.167,27.567,2.5318,4.9719
2889,99.142,2.125,2.302,pose,34.82,28.659,39.167,27.613,2.561,5.0213
2890,99.176,2.39,2.302,bbox,34.82,28.659,39.167,27.613,2.6165,5.1017
2891,99.211,2.415,2.309,bbox,34.873,28.659,39.167,27.69,2.667,5.1584
2892,99.245,2.113,2.309,pose,34.929,28.659,39.167,27.77,2.7037,5.1914
2893,99.279,2.452,2.39,bbox,34.979,28.659,39.167,27.827,2.6882,5.2065
2894,99.314,2.474,2.415,bbox,34.979,28.659,39.167,27.86,2.6937,5.2203
2895,99.348,2.159,2.415,pose,34.979,28.659,39.167,27.86,2.6756,5.2503
2896,99.382,2.568,2.452,bbox,34.979,28.659,39.167,27.86,2.6716,5.2814
2897,99.417,2.575,2.474,bbox,34.979,28.659,39.167,27.919,2.6735,5.3199
2898,99.451,2.167,2.474,pose,34.979,28.659,39.167,27.95,2.678,5.3767
2899,99.485,2.635,2.568,bbox,34.979,28.659,39.167,27.988,2.6774,5.4014
2900,99.52,2.754,2.575,bbox,34.979,28.659,39.167,28.045,2.6047,5.4363
2901,99.554,2.83,2.635,bbox,34.979,28.659,39.167,28.045,2.5826,5.4902
2902,99.588,2.936,2.754,bbox,34.979,28.721,39.167,28.105,2.5742,5.5729
2903,99.623,2.958,2.83,bbox,34.979,28.721,39.167,28.159,2.5843,5.6291
2904,99.657,3.017,2.936,bbox,34.979,28.721,39.167,28.241,2.5681,5.6688
2905,99.691,3.081,2.958,bbox,34.979,28.751,39.167,28.297,2.5447,5.699
2906,99.725,3.12,3.017,bbox,34.979,28.751,39.167,28.337,2.5143,5.6932
2907,99.76,3.166,3.081,bbox,34.979,28.751,39.167,28.337,2.4877,5.703
2908,99.794,3.179,3.12,bbox,34.979,28.811,39.167,28.367,2.4719,5.7035
2909,99.828,3.176,3.166,bbox,34.979,28.811,39.167,28.367,2.4407,5.6784
2910,99.863,3.212,3.176,bbox,34.979,28.854,39.167,28.367,2.4051,5.7074
2911,99.897,3.264,3.179,bbox,34.979,28.885,39.167,28.367,2.3736,5.7242
2912,99.931,3.31,3.212,bbox,34.979,28.92,39.167,28.367,2.3462,5.7523
2913,99.966,2.948,3.212,pose,34.979,28.952,39.167,28.367,2.3088,5.7831
2914,100.0,3.441,3.264,bbox,34.979,28.952,39.167,28.421,2.287,5.8234
2915,100.034,3.468,3.31,bbox,34.979,29.017,39.167,28.451,2.2695,5.8483
2916,100.069,3.489,3.441,bbox,34.979,29.017,39.167,28.492,2.2765,5.89
2917,100.103,3.525,3.468,bbox,34.979,29.049,39.167,28.492,2.274,5.9309
2918,100.137,3.537,3.489,bbox,34.979,29.049,39.167,28.558,2.2572,5.944
2919,100.172,3.602,3.525,bbox,34.979,29.049,39.167,28.599,2.2362,5.9635
2920,100.206,3.665,3.537,bbox,34.979,29.049,39.167,28.599,2.1663,5.9719
2921,100.24,3.691,3.602,bbox,34.979,29.089,39.167,28.632,2.1399,5.9799
2922,100.275,3.681,3.665,bbox,34.979,29.159,39.167,28.632,2.1239,5.9817
2923,100.309,3.681,3.681,bbox,34.979,29.159,39.167,28.632,2.104,5.9867
2924,100.343,3.694,3.681,bbox,34.979,29.202,39.167,28.632,2.0871,5.9938
2925,100.377,3.908,3.691,bbox,34.979,29.202,39.167,28.632,2.0446,6.0045
2926,100.412,3.928,3.694,bbox,34.979,29.238,39.167,28.662,2.0029,6.0126
2927,100.446,3.842,3.842,bbox,34.979,29.281,39.167,28.662,1.9735,6.0207
2928,100.48,3.987,3.908,pose,34.979,29.323,39.167,28.662,1.9562,5.9998
2929,100.515,3.82,3.908,bbox,34.979,29.323,39.167,28.662,1.9464,5.9896
2930,100.549,3.822,3.842,bbox,34.979,29.369,39.167,28.662,1.9303,5.9783
2931,100.583,3.953,3.842,pose,34.979,29.369,39.167,28.662,1.9166,5.9775
2932,100.618,3.851,3.851,bbox,34.979,29.369,39.167,28.662,1.9242,5.9801
2933,100.652,3.819,3.822,bbox,34.979,29.369,39.167,28.662,1.931,5.9739
2934,100.686,4.039,3.851,pose,34.979,29.401,39.167,28.662,1.9216,5.9643
2935,100.721,3.775,3.851,bbox,34.979,29.401,39.167,28.662,1.9429,5.9594
2936,100.755,3.747,3.819,bbox,34.979,29.401,39.167,28.662,1.9565,5.9631
2937,100.789,3.875,3.819,pose,34.979,29.401,39.198,28.662,1.9706,5.9618
2938,100.824,3.711,3.775,bbox,35.012,29.401,39.198,28.662,1.9997,5.9675
2939,100.858,3.721,3.747,bbox,35.012,29.401,39.198,28.662,2.0033,5.9709
2940,100.892,3.797,3.747,pose,35.055,29.401,39.198,28.662,2.0003,5.9681
2941,100.927,3.723,3.723,bbox,35.055,29.401,39.198,28.662,2.0008,5.962
2942,100.961,3.711,3.721,bbox,35.055,29.401,39.198,28.662,2.0073,5.9623
2943,100.995,3.735,3.723,pose,35.055,29.401,39.198,28.662,1.9979,5.9607
2944,101.03,3.763,3.735,bbox,35.055,29.401,39.198,28.662,1.9961,5.9594
2945,101.064,3.768,3.735,bbox,35.055,29.401,39.198,28.662,2.0002,5.9585
2946,101.098,3.754,3.754,pose,35.055,29.401,39.198,28.662,2.0093,5.9588
2947,101.132,3.755,3.755,bbox,35.055,29.401,39.198,28.662,2.0175,5.9546
2948,101.167,3.749,3.755,bbox,35.055,29.401,39.198,28.662,2.0291,5.943
2949,101.201,3.801,3.755,pose,35.055,29.401,39.198,28.662,2.0506,5.9298
2950,101.235,3.636,3.754,bbox,35.055,29.401,39.198,28.662,2.0844,5.9259
2951,101.27,3.611,3.749,bbox,35.106,29.401,39.231,28.662,2.0967,5.9221
2952,101.304,3.76,3.749,pose,35.139,29.401,39.231,28.662,2.117,5.9208
2953,101.338,3.601,3.636,bbox,35.139,29.401,39.231,28.662,2.132,5.9249
2954,101.373,3.583,3.611,bbox,35.172,29.401,39.231,28.662,2.1467,5.9274
2955,101.407,3.697,3.611,pose,35.172,29.401,39.231,28.662,2.1572,5.9241
2956,101.441,3.522,3.601,bbox,35.172,29.401,39.231,28.662,2.1742,5.9221
2957,101.476,3.523,3.583,bbox,35.212,29.401,39.231,28.662,2.2002,5.925
2958,101.51,3.484,3.523,pose,35.212,29.401,39.231,28.662,2.256,5.932
2959,101.544,3.459,3.522,bbox,35.255,29.401,39.231,28.662,2.2982,5.9339
2960,101.579,3.443,3.484,bbox,35.311,29.401,39.231,28.662,2.3257,5.9386
2961,101.613,3.314,3.459,pose,35.353,29.401,39.231,28.662,2.371,5.9368
2962,101.647,3.32,3.443,bbox,35.353,29.401,39.231,28.662,2.4231,5.9357
2963,101.682,3.304,3.32,bbox,35.426,29.401,39.231,28.662,2.4382,5.9386
2964,101.716,3.256,3.314,pose,35.478,29.401,39.231,28.662,2.439,5.9392
2965,101.75,3.26,3.304,bbox,35.478,29.401,39.231,28.662,2.448,5.9368
2966,101.784,3.264,3.264,bbox,35.478,29.401,39.231,28.662,2.4328,5.9324
2967,101.819,3.213,3.26,pose,35.478,29.401,39.231,28.662,2.4407,5.9265
2968,101.853,3.209,3.256,bbox,35.478,29.401,39.231,28.662,2.4704,5.9219
2969,101.887,3.194,3.213,bbox,35.478,29.401,39.231,28.662,2.4873,5.915
2970,101.922,3.203,3.209,pose,35.525,29.401,39.231,28.662,2.5204,5.9001
2971,101.956,3.103,3.203,bbox,35.525,29.401,39.231,28.662,2.5539,5.8967
2972,101.99,3.082,3.194,bbox,35.575,29.401,39.231,28.662,2.575,5.8939
2973,102.025,3.161,3.161,pose,35.609,29.401,39.261,28.662,2.6038,5.8995
2974,102.059,3.002,3.103,bbox,35.609,29.401,39.261,28.662,2.6229,5.9068
2975,102.093,2.992,3.082,bbox,35.659,29.401,39.261,28.662,2.6259,5.9101
2976,102.128,3.076,3.076,pose,35.659,29.401,39.261,28.662,2.6522,5.8985
2977,102.162,2.97,3.002,bbox,35.659,29.401,39.261,28.662,2.6731,5.89
2978,102.196,2.928,2.992,bbox,35.707,29.401,39.261,28.662,2.6804,5.8868
2979,102.231,3.1,2.992,pose,35.707,29.401,39.261,28.662,2.7106,5.8847
2980,102.265,2.863,2.97,bbox,35.707,29.401,39.261,28.662,2.8026,5.9166
2981,102.299,,,,35.707,29.401,39.261,28.662,,
2982,102.334,,,,35.707,29.401,39.261,28.662,,
2983,102.368,,,,35.707,29.401,39.261,28.662,,
2984,102.402,4.247,2.97,bbox,35.707,29.401,39.261,28.662,2.2898,7.4803
2985,102.437,3.982,3.1,pose,35.707,29.401,39.261,28.662,2.2298,7.4245
2986,102.471,4.259,3.982,bbox,35.707,29.523,39.261,28.829,2.1694,7.3725
2987,102.505,4.296,4.247,bbox,35.707,29.583,39.261,28.829,2.1321,7.3434
2988,102.539,4.015,4.247,pose,35.707,29.644,39.261,28.829,2.1077,7.3184
2989,102.574,4.288,4.259,bbox,35.707,29.681,39.261,28.829,2.1071,7.2891
2990,102.608,4.3,4.288,bbox,35.707,29.681,39.315,28.829,2.0974,7.2787
2991,102.642,4.059,4.288,pose,35.707,29.681,39.315,28.829,2.0829,7.2537
2992,102.677,4.311,4.288,bbox,35.707,29.716,39.355,28.829,2.0596,7.2414
2993,102.711,4.287,4.288,bbox,35.707,29.716,39.355,28.829,2.0438,7.222
2994,102.745,4.003,4.287,pose,35.707,29.753,39.392,28.829,2.0321,7.2106
2995,102.78,4.262,4.262,bbox,35.707,29.753,39.392,28.829,2.0136,7.1924
2996,102.814,4.27,4.27,bbox,35.707,29.753,39.423,28.829,2.0099,7.1908
2997,102.848,4.026,4.262,pose,35.707,29.796,39.423,28.829,2.0171,7.2
2998,102.883,4.305,4.262,bbox,35.707,29.796,39.423,28.829,2.0127,7.1889
2999,102.917,4.283,4.27,bbox,35.707,29.796,39.423,28.829,2.0117,7.1493
3000,102.951,4.069,4.27,pose,35.707,29.796,39.423,28.829,2.005,7.1385
3001,102.986,4.302,4.283,bbox,35.707,29.796,39.484,28.829,1.9917,7.1287
3002,103.02,4.269,4.283,bbox,35.707,29.796,39.484,28.829,1.9965,7.1038
3003,103.054,4.056,4.269,pose,35.707,29.796,39.484,28.829,2.0177,7.109
3004,103.089,4.247,4.247,bbox,35.707,29.796,39.517,28.829,2.0242,7.1165
3005,103.123,4.253,4.253,bbox,35.707,29.796,39.517,28.829,2.0301,7.1205
3006,103.157,4.066,4.247,pose,35.707,29.796,39.517,28.829,2.0293,7.1198
3007,103.191,4.241,4.241,bbox,35.707,29.796,39.517,28.829,2.0292,7.1209
3008,103.226,4.252,4.247,bbox,35.707,29.796,39.517,28.829,2.0468,7.1298
3009,103.26,4.085,4.241,pose,35.707,29.796,39.517,28.829,2.0587,7.1565
3010,103.294,4.29,4.241,bbox,35.707,29.796,39.517,28.829,2.0589,7.1561
3011,103.329,4.295,4.252,bbox,35.747,29.796,39.517,28.869,2.0573,7.1578
3012,103.363,4.064,4.252,pose,35.747,29.796,39.517,28.869,2.0585,7.1595
3013,103.397,4.286,4.286,bbox,35.747,29.796,39.517,28.869,2.0518,7.1536
3014,103.432,4.294,4.29,bbox,35.747,29.796,39.517,28.869,2.0486,7.1507
3015,103.466,3.972,4.286,pose,35.747,29.796,39.517,28.869,2.0505,7.1478
3016,103.5,4.288,4.286,bbox,35.747,29.796,39.517,28.869,2.0606,7.147
3017,103.535,4.272,4.286,bbox,35.747,29.796,39.517,28.869,2.0708,7.1462
3018,103.569,3.894,4.272,pose,35.747,29.796,39.517,28.869,2.0799,7.1444
3019,103.603,4.268,4.268,bbox,35.747,29.796,39.517,28.869,2.092,7.1435
3020,103.638,4.276,4.272,bbox,35.747,29.796,39.517,28.869,2.1004,7.1519
3021,103.672,3.814,4.268,pose,35.782,29.796,39.517,28.869,2.1292,7.1538
3022,103.706,4.234,4.234,bbox,35.782,29.796,39.517,28.869,2.1257,7.1508
3023,103.741,4.23,4.234,bbox,35.816,29.796,39.517,28.869,2.1362,7.1514
3024,103.775,3.759,4.23,pose,35.816,29.796,39.517,28.869,2.1788,7.1545
3025,103.809,4.181,4.181,bbox,35.816,29.796,39.517,28.869,2.1881,7.1598
3026,103.844,4.161,4.181,bbox,35.869,29.796,39.517,28.869,2.1945,7.1614
3027,103.878,3.732,4.161,pose,35.869,29.796,39.517,28.869,2.2074,7.1732
3028,103.912,4.147,4.147,bbox,35.869,29.796,39.517,28.869,2.2144,7.177
3029,103.946,4.141,4.147,bbox,35.869,29.796,39.517,28.869,2.2242,7.1668
3030,103.981,3.725,4.141,pose,35.905,29.796,39.517,28.869,2.2403,7.1609
3031,104.015,4.095,4.095,bbox,35.905,29.796,39.517,28.869,2.257,7.1654
3032,104.049,4.073,4.095,bbox,35.905,29.796,39.517,28.869,2.2818,7.1632
3033,104.084,3.734,4.073,pose,35.947,29.796,39.517,28.869,2.3109,7.1787
3034,104.118,4.034,4.034,bbox,35.947,29.796,39.517,28.869,2.3423,7.1777
3035,104.152,3.974,4.034,bbox,36.001,29.796,39.517,28.869,2.3743,7.177
3036,104.187,3.703,3.974,pose,36.032,29.796,39.517,28.869,2.4026,7.1784
3037,104.221,3.906,3.906,bbox,36.064,29.796,39.517,28.869,2.464,7.1716
3038,104.255,3.855,3.906,bbox,36.064,29.796,39.517,28.869,2.5204,7.1772
