frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m
0,0.0,2.653,2.653,pose,0.0,0.0,0.0,0.0
1,0.02,3.245,2.949,bbox,0.073,0.0,0.037,0.0
2,0.04,3.259,3.245,bbox,0.146,0.0,0.037,0.0
3,0.06,2.766,3.005,pose,0.146,0.048,0.037,0.0
4,0.08,3.336,3.245,bbox,0.195,0.048,0.037,0.0
5,0.1,3.374,3.259,bbox,0.195,0.048,0.037,0.0
6,0.12,2.951,3.259,pose,0.195,0.048,0.037,0.0
7,0.14,3.389,3.336,bbox,0.195,0.048,0.037,0.0
8,0.16,3.457,3.374,bbox,0.195,0.048,0.037,0.0
9,0.18,3.099,3.374,pose,0.195,0.048,0.037,0.0
10,0.2,3.464,3.389,bbox,0.195,0.097,0.037,0.0
11,0.22,3.465,3.457,bbox,0.195,0.097,0.037,0.0
12,0.24,3.156,3.457,pose,0.195,0.097,0.037,0.0
13,0.26,3.494,3.464,bbox,0.195,0.14,0.037,0.0
14,0.28,3.511,3.465,bbox,0.195,0.14,0.037,0.0
15,0.3,3.156,3.465,pose,0.195,0.14,0.037,0.0
16,0.32,3.577,3.494,bbox,0.195,0.227,0.037,0.0
17,0.34,3.574,3.511,bbox,0.195,0.227,0.037,0.0
18,0.36,3.166,3.511,pose,0.195,0.264,0.037,0.0
19,0.38,3.635,3.574,bbox,0.195,0.299,0.037,0.0
20,0.4,3.654,3.577,bbox,0.195,0.346,0.037,0.0
21,0.42,3.012,3.574,pose,0.195,0.346,0.037,0.0
22,0.44,3.709,3.635,bbox,0.195,0.385,0.037,0.0
23,0.46,3.731,3.654,bbox,0.195,0.423,0.082,0.0
24,0.48,2.879,3.654,pose,0.195,0.423,0.082,0.0
25,0.5,3.731,3.709,bbox,0.195,0.423,0.115,0.0
26,0.52,3.733,3.731,bbox,0.195,0.469,0.115,0.0
27,0.54,2.806,3.731,pose,0.195,0.469,0.115,0.0
28,0.56,3.778,3.731,bbox,0.195,0.469,0.212,0.0
29,0.58,3.795,3.733,bbox,0.195,0.507,0.212,0.0
