frame,time_s,distance_raw_m,distance_smooth_m,distance_bbox_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
51,2.04,2.216,3.185,3.191,pose,0.219,0.573,0.258,0.433,1.7976,4.6096,1.1665,0.8838,0.5643,0.5732
52,2.08,3.251,3.185,3.251,bbox,0.252,0.573,0.299,0.433,1.805,4.6277,,,,
53,2.12,3.282,3.22,3.282,bbox,0.252,0.573,0.299,0.433,1.8125,4.6392,,,,
54,2.16,2.257,3.185,3.283,pose,0.252,0.573,0.299,0.433,1.804,4.6602,1.1935,0.8902,0.5027,0.5528
55,2.2,3.283,3.251,3.283,bbox,0.252,0.573,0.299,0.433,1.7814,4.7155,,,,
56,2.24,3.239,3.251,3.239,bbox,0.252,0.573,0.299,0.433,1.7744,4.7389,,,,
57,2.28,2.279,3.239,3.297,pose,0.252,0.573,0.299,0.513,1.7526,4.8086,1.1495,0.9445,0.6272,0.6067
58,2.32,3.384,3.239,3.384,bbox,0.252,0.573,0.299,0.513,1.7268,4.9045,,,,
59,2.36,3.494,3.283,3.494,bbox,0.252,0.606,0.299,0.606,1.695,4.9824,,,,
60,2.4,2.764,3.239,3.571,pose,0.252,0.606,0.299,0.702,1.677,5.0131,0.9938,0.837,0.6839,0.5765
61,2.44,3.638,3.384,3.638,bbox,0.252,0.663,0.299,0.78,1.6564,5.0139,,,,
62,2.48,3.691,3.494,3.691,bbox,0.252,0.663,0.299,0.81,1.6379,5.0194,,,,
63,2.52,3.225,3.494,3.738,pose,0.252,0.702,0.299,0.81,1.6199,5.035,0.3053,0.8321,0.7255,0.5892
64,2.56,3.685,3.638,3.685,bbox,0.252,0.702,0.299,0.81,1.6168,5.0364,,,,
65,2.6,3.644,3.644,3.644,bbox,0.252,0.739,0.299,0.81,1.6181,5.038,,,,
66,2.64,2.792,3.644,3.526,pose,0.252,0.739,0.299,0.81,1.6239,5.0264,0.9445,0.7654,0.6868,0.6767
67,2.68,3.397,3.397,3.397,bbox,0.252,0.739,0.299,0.81,1.6383,4.9907,,,,
68,2.72,3.327,3.397,3.327,bbox,0.252,0.739,0.299,0.81,1.6645,4.9564,,,,
69,2.76,2.68,3.327,3.253,pose,0.252,0.739,0.299,0.81,1.7124,4.9423,0.8278,0.6205,0.7056,0.6944
70,2.8,3.157,3.157,3.157,bbox,0.296,0.739,0.356,0.81,1.7626,4.8792,,,,
71,2.84,3.132,3.157,3.132,bbox,0.344,0.739,0.356,0.81,1.8072,4.87,,,,
72,2.88,2.335,3.132,3.141,pose,0.394,0.739,0.433,0.81,1.8586,4.8778,1.0257,0.8094,0.6843,0.621
73,2.92,3.179,3.132,3.179,bbox,0.439,0.739,0.433,0.81,1.8686,4.8786,,,,
74,2.96,3.2,3.157,3.2,bbox,0.49,0.739,0.433,0.81,1.8698,4.8704,,,,
75,3.0,2.319,3.132,3.223,pose,0.49,0.739,0.433,0.81,1.873,4.8961,1.1212,0.8243,0.6066,0.6131
76,3.04,3.201,3.179,3.201,bbox,0.49,0.739,0.433,0.81,1.8775,4.9067,,,,
77,3.08,3.198,3.198,3.198,bbox,0.49,0.739,0.433,0.81,1.8696,4.9323,,,,
78,3.12,2.328,3.198,3.233,pose,0.49,0.739,0.433,0.81,1.8613,4.9919,1.1109,0.8973,0.6538,0.6495
79,3.16,3.307,3.198,3.307,bbox,0.49,0.739,0.433,0.863,1.8534,5.0917,,,,
80,3.2,3.387,3.201,3.387,bbox,0.49,0.739,0.433,0.923,1.845,5.1581,,,,
81,3.24,2.585,3.198,3.425,pose,0.49,0.739,0.433,1.023,1.8409,5.1701,1.0533,0.8879,0.7138,0.5865
82,3.28,3.484,3.307,3.484,bbox,0.49,0.739,0.433,1.089,1.809,5.1683,,,,
83,3.32,3.541,3.387,3.541,bbox,0.49,0.739,0.433,1.089,1.7853,5.1754,,,,
84,3.36,2.701,3.387,3.591,pose,0.49,0.788,0.433,1.089,1.7753,5.1888,1.0304,0.9085,0.6716,0.5824
85,3.4,3.601,3.484,3.601,bbox,0.49,0.788,0.433,1.089,1.7562,5.1866,,,,
86,3.44,3.579,3.541,3.579,bbox,0.49,0.822,0.433,1.089,1.7497,5.1957,,,,
87,3.48,2.671,3.541,3.556,pose,0.49,0.822,0.433,1.12,1.7452,5.2103,1.0329,0.916,0.656,0.6623
88,3.52,3.559,3.559,3.559,bbox,0.49,0.822,0.433,1.12,1.7414,5.2496,,,,
89,3.56,3.541,3.559,3.541,bbox,0.49,0.852,0.433,1.12,1.7295,5.2765,,,,
90,3.6,2.848,3.541,3.549,pose,0.49,0.852,0.433,1.181,1.7092,5.2936,0.9598,0.7809,0.7638,0.6609
91,3.64,3.605,3.541,3.605,bbox,0.49,0.852,0.433,1.181,1.6685,5.3093,,,,
92,3.68,3.635,3.559,3.635,bbox,0.49,0.888,0.433,1.225,1.6388,5.3089,,,,
93,3.72,3.156,3.541,3.628,pose,0.49,0.929,0.433,1.225,1.6303,5.2964,0.6362,0.819,0.7837,0.5989
94,3.76,3.622,3.605,3.622,bbox,0.49,0.929,0.433,1.225,1.6109,5.2442,,,,
95,3.8,3.613,3.613,3.613,bbox,0.49,0.967,0.433,1.225,1.5772,5.1725,,,,
96,3.84,3.037,3.613,3.585,pose,0.49,0.967,0.483,1.225,1.5397,5.1054,0.5974,1.0389,0.7129,0.6282
97,3.88,3.563,3.563,3.563,bbox,0.49,1.02,0.554,1.225,1.5125,5.07,,,,
98,3.92,3.575,3.575,3.575,bbox,0.49,1.057,0.621,1.225,1.4911,5.0483,,,,
99,3.96,2.711,3.563,3.564,pose,0.49,1.057,0.657,1.225,1.4757,5.0243,0.824,1.1689,0.7282,0.6009
100,4.0,3.492,3.492,3.492,bbox,0.49,1.057,0.657,1.225,1.517,4.9964,,,,
101,4.04,3.397,3.492,3.397,bbox,0.49,1.057,0.703,1.225,1.5794,4.9808,,,,
102,4.08,2.299,3.397,3.31,pose,0.49,1.057,0.703,1.225,1.6185,4.9553,1.1925,1.092,0.7034,0.6479
103,4.12,3.237,3.237,3.237,bbox,0.53,1.057,0.746,1.225,1.6318,4.8969,,,,
104,4.16,3.18,3.237,3.18,bbox,0.563,1.057,0.746,1.225,1.6122,4.8203,,,,
105,4.2,2.173,3.18,3.107,pose,0.563,1.057,0.83,1.225,1.6224,4.7587,1.2906,0.8944,0.6164,0.6763
106,4.24,2.946,2.946,2.946,bbox,0.563,1.057,0.907,1.225,1.6856,4.6209,,,,
107,4.28,2.808,2.946,2.808,bbox,0.563,1.057,0.968,1.225,1.793,4.5789,,,,
108,4.32,2.129,2.808,2.747,pose,0.636,1.057,1.106,1.225,1.8442,4.5773,1.1678,0.8726,0.6201,0.6461
109,4.36,2.63,2.63,2.63,bbox,0.744,1.057,1.148,1.225,1.9181,4.5538,,,,
110,4.4,2.661,2.661,2.661,bbox,0.795,1.057,1.148,1.225,2.0046,4.7165,,,,
111,4.44,1.916,2.63,2.589,pose,0.869,1.057,1.148,1.225,2.0995,4.755,0.9238,0.9824,0.6123,0.6767
112,4.48,2.538,2.538,2.538,bbox,0.955,1.057,1.148,1.362,2.2054,4.7992,,,,
113,4.52,2.536,2.538,2.536,bbox,1.05,1.057,1.148,1.401,2.2976,4.8843,,,,
114,4.56,1.776,2.536,2.704,pose,1.156,1.057,1.148,1.445,2.2883,5.0121,1.027,1.0434,0.6049,0.6328
115,4.6,2.814,2.536,2.814,bbox,1.239,1.057,1.148,1.53,2.2971,5.0881,,,,
116,4.64,2.872,2.538,2.872,bbox,1.239,1.057,1.148,1.658,2.2907,5.1034,,,,
117,4.68,1.855,2.536,2.872,pose,1.239,1.057,1.148,1.734,2.2825,5.1096,1.037,1.1261,0.6174,0.6257
118,4.72,2.877,2.814,2.877,bbox,1.239,1.057,1.148,1.734,2.2595,5.1206,,,,
119,4.76,2.789,2.814,2.789,bbox,1.239,1.057,1.148,1.734,2.2762,5.1214,,,,
120,4.8,1.878,2.789,2.82,pose,1.239,1.057,1.148,1.766,2.22,5.1438,1.1266,1.0844,0.7202,0.6733
121,4.84,2.887,2.789,2.887,bbox,1.239,1.057,1.148,1.766,2.1849,5.2029,,,,
122,4.88,2.972,2.877,2.972,bbox,1.239,1.126,1.148,1.766,2.1108,5.2555,,,,
123,4.92,2.556,2.789,3.08,pose,1.239,1.161,1.148,1.849,2.0316,5.2989,0.9368,0.7896,0.7851,0.684
124,4.96,3.277,2.887,3.277,bbox,1.239,1.235,1.148,1.901,1.972,5.3806,,,,
125,5.0,3.428,2.972,3.428,bbox,1.239,1.314,1.148,1.945,1.9423,5.4808,,,,
126,5.04,3.208,3.208,3.56,pose,1.239,1.374,1.148,2.026,1.9081,5.5455,0.7128,0.9076,0.7253,0.6785
127,5.08,3.664,3.277,3.664,bbox,1.239,1.374,1.148,2.127,1.8663,5.5538,,,,
128,5.12,3.722,3.428,3.722,bbox,1.239,1.438,1.148,2.191,1.8346,5.5605,,,,
129,5.16,3.163,3.428,3.694,pose,1.239,1.479,1.148,2.191,1.826,5.5639,0.7868,0.9863,0.7076,0.6327
130,5.2,3.647,3.647,3.647,bbox,1.239,1.511,1.148,2.191,1.8263,5.5603,,,,
131,5.24,3.5,3.647,3.5,bbox,1.239,1.511,1.148,2.191,1.864,5.5246,,,,
132,5.28,2.745,3.5,3.418,pose,1.239,1.511,1.148,2.191,1.9093,5.5098,1.0765,0.9308,0.7716,0.6955
133,5.32,3.375,3.375,3.375,bbox,1.239,1.511,1.148,2.191,1.9368,5.4982,,,,
134,5.36,3.312,3.375,3.312,bbox,1.314,1.511,1.184,2.191,1.9407,5.4212,,,,
135,5.4,2.609,3.312,3.341,pose,1.314,1.511,1.184,2.191,1.9421,5.4286,1.2179,0.8002,0.6972,0.7115
136,5.44,3.415,3.312,3.415,bbox,1.345,1.511,1.22,2.191,1.9776,5.4734,,,,
137,5.48,3.366,3.366,3.366,bbox,1.345,1.511,1.265,2.191,2.0005,5.3744,,,,
138,5.52,2.71,3.312,3.471,pose,1.382,1.511,1.265,2.191,1.98,5.4268,1.2535,0.7947,0.6393,0.6604
139,5.56,3.484,3.366,3.484,bbox,1.382,1.511,1.265,2.191,1.9453,5.4087,,,,
140,5.6,3.447,3.415,3.447,bbox,1.382,1.511,1.265,2.191,1.9269,5.3878,,,,
141,5.64,2.636,3.366,3.452,pose,1.382,1.543,1.299,2.191,1.8746,5.3942,1.2233,0.8227,0.6971,0.6399
142,5.68,3.43,3.43,3.43,bbox,1.382,1.543,1.299,2.191,1.8315,5.3825,,,,
143,5.72,3.404,3.43,3.404,bbox,1.382,1.614,1.299,2.191,1.8066,5.3762,,,,
144,5.76,2.643,3.404,3.425,pose,1.382,1.657,1.299,2.191,1.7716,5.3723,1.1599,0.8063,0.7376,0.7088
145,5.8,3.469,3.404,3.469,bbox,1.382,1.657,1.299,2.191,1.7239,5.355,,,,
146,5.84,3.527,3.43,3.527,bbox,1.382,1.717,1.299,2.191,1.7026,5.3473,,,,
147,5.88,2.807,3.404,3.577,pose,1.382,1.765,1.338,2.191,1.6709,5.3002,1.1863,0.8143,0.6619,0.6777
148,5.92,3.596,3.469,3.596,bbox,1.382,1.765,1.338,2.191,1.6465,5.2456,,,,
149,5.96,3.537,3.527,3.537,bbox,1.382,1.818,1.393,2.191,1.6601,5.1824,,,,
150,6.0,2.727,3.527,3.469,pose,1.382,1.818,1.448,2.191,1.6537,5.1218,1.1636,0.9091,0.6617,0.6513
151,6.04,3.368,3.368,3.368,bbox,1.382,1.818,1.511,2.191,1.6498,5.0742,,,,
152,6.08,3.298,3.368,3.298,bbox,1.382,1.818,1.572,2.191,1.6789,5.0508,,,,
153,6.12,2.517,3.298,3.255,pose,1.382,1.818,1.619,2.191,1.7069,5.0439,1.0015,1.0359,0.6957,0.6394
154,6.16,3.187,3.187,3.187,bbox,1.382,1.818,1.619,2.191,1.7587,5.0201,,,,
155,6.2,3.097,3.187,3.097,bbox,1.418,1.818,1.649,2.191,1.8315,5.0011,,,,
156,6.24,2.294,3.097,3.031,pose,1.47,1.818,1.649,2.191,1.8722,4.9703,0.9772,1.0336,0.7013,0.6144
157,6.28,2.955,2.955,2.955,bbox,1.543,1.818,1.692,2.191,1.9141,4.9406,,,,
158,6.32,2.915,2.955,2.915,bbox,1.583,1.818,1.723,2.191,1.9306,4.9054,,,,
159,6.36,2.303,2.915,2.938,pose,1.623,1.818,1.723,2.191,1.9124,4.8891,0.9943,1.0139,0.6601,0.6757
160,6.4,3.005,2.915,3.005,bbox,1.623,1.818,1.788,2.191,1.8682,4.9011,,,,
161,6.44,3.101,2.955,3.101,bbox,1.623,1.818,1.788,2.191,1.7856,4.9037,,,,
162,6.48,2.435,2.915,3.174,pose,1.623,1.862,1.788,2.191,1.6917,4.8975,1.1272,1.0349,0.6935,0.6113
163,6.52,3.274,3.005,3.274,bbox,1.623,1.945,1.788,2.191,1.5802,4.8739,,,,
164,6.56,3.349,3.101,3.349,bbox,1.623,2.039,1.788,2.191,1.4978,4.8592,,,,
165,6.6,2.62,3.101,3.43,pose,1.623,2.15,1.819,2.191,1.4089,4.8447,1.1478,1.0435,0.7429,0.5883
166,6.64,3.488,3.274,3.488,bbox,1.623,2.232,1.819,2.191,1.3212,4.8394,,,,
167,6.68,3.477,3.349,3.477,bbox,1.623,2.321,1.819,2.191,1.2855,4.8217,,,,
168,6.72,2.882,3.349,3.449,pose,1.623,2.409,1.854,2.191,1.267,4.7883,0.88,0.962,0.712,0.6797
169,6.76,3.371,3.371,3.371,bbox,1.623,2.445,1.854,2.191,1.25,4.7249,,,,
170,6.8,3.302,3.371,3.302,bbox,1.623,2.445,1.905,2.191,1.224,4.6689,,,,
171,6.84,2.805,3.302,3.243,pose,1.623,2.48,1.969,2.191,1.2117,4.6323,0.945,0.6793,0.7448,0.7056
172,6.88,3.221,3.221,3.221,bbox,1.623,2.48,2.024,2.191,1.224,4.6238,,,,
173,6.92,3.188,3.221,3.188,bbox,1.623,2.48,2.061,2.191,1.2722,4.6153,,,,
174,6.96,2.528,3.188,3.152,pose,1.623,2.48,2.061,2.191,1.3238,4.6084,1.1816,0.6664,0.7732,0.6408
175,7.0,3.132,3.132,3.132,bbox,1.623,2.48,2.061,2.191,1.3477,4.6006,,,,
176,7.04,3.134,3.134,3.134,bbox,1.697,2.48,2.061,2.191,1.3579,4.6022,,,,
177,7.08,2.309,3.132,3.128,pose,1.697,2.48,2.091,2.191,1.3773,4.5887,1.2463,0.8765,0.6836,0.6706
178,7.12,3.105,3.105,3.105,bbox,1.731,2.48,2.091,2.191,1.4352,4.6069,,,,
179,7.16,3.059,3.105,3.059,bbox,1.731,2.48,2.091,2.191,1.4914,4.5948,,,,
180,7.2,1.9,3.059,2.998,pose,1.809,2.48,2.091,2.191,1.5702,4.5824,1.5358,1.0283,0.6187,0.6462
181,7.24,2.989,2.989,2.989,bbox,1.865,2.48,2.091,2.191,1.6282,4.6001,,,,
182,7.28,2.938,2.989,2.938,bbox,1.944,2.48,2.091,2.191,1.769,4.6271,,,,
183,7.32,1.829,2.938,2.875,pose,2.002,2.48,2.091,2.191,1.8898,4.6355,1.4666,1.0262,0.5492,0.6494
184,7.36,2.827,2.827,2.827,bbox,2.142,2.48,2.091,2.191,1.9617,4.6368,,,,
185,7.4,2.752,2.827,2.752,bbox,2.263,2.48,2.091,2.225,2.0419,4.6465,,,,
186,7.44,1.908,2.752,2.741,pose,2.335,2.48,2.091,2.225,2.064,4.6888,1.2234,1.0588,0.5483,0.6755
187,7.48,2.842,2.752,2.842,bbox,2.415,2.48,2.091,2.225,2.0537,4.7905,,,,
188,7.52,2.869,2.827,2.869,bbox,2.415,2.48,2.091,2.278,2.041,4.8218,,,,
189,7.56,2.316,2.752,3.003,pose,2.415,2.48,2.091,2.38,1.923,4.8403,1.2022,0.9675,0.5725,0.6216
190,7.6,3.081,2.842,3.081,bbox,2.415,2.48,2.091,2.411,1.8619,4.8475,,,,
191,7.64,3.193,2.869,3.193,bbox,2.415,2.599,2.091,2.411,1.8419,4.9496,,,,
192,7.68,2.382,2.869,3.29,pose,2.415,2.66,2.091,2.411,1.8143,5.0208,1.2772,1.0048,0.6483,0.5791
193,7.72,3.364,3.081,3.364,bbox,2.415,2.66,2.091,2.539,1.7429,5.0464,,,,
194,7.76,3.399,3.193,3.399,bbox,2.415,2.708,2.091,2.61,1.6595,5.0649,,,,
195,7.8,2.582,3.193,3.494,pose,2.415,2.779,2.091,2.61,1.5858,5.1059,1.1323,0.9764,0.6557,0.684
196,7.84,3.495,3.364,3.495,bbox,2.415,2.863,2.091,2.654,1.5682,5.1095,,,,
197,7.88,3.478,3.399,3.478,bbox,2.415,2.936,2.091,2.654,1.5626,5.0846,,,,
198,7.92,2.605,3.399,3.416,pose,2.415,2.936,2.091,2.654,1.5725,5.0646,1.1463,0.8005,0.6587,0.7353
199,7.96,3.36,3.36,3.36,bbox,2.415,2.936,2.091,2.654,1.5865,5.0548,,,,
200,8.0,3.325,3.36,3.325,bbox,2.415,2.936,2.091,2.654,1.5958,5.0441,,,,
201,8.04,2.553,3.325,3.31,pose,2.415,2.936,2.091,2.654,1.6163,5.0602,1.0606,0.759,0.7068,0.6904
202,8.08,3.237,3.237,3.237,bbox,2.415,2.936,2.091,2.654,1.6485,5.0297,,,,
203,8.12,3.116,3.237,3.116,bbox,2.446,2.936,2.091,2.654,1.6889,4.9823,,,,
204,8.16,2.292,3.116,3.046,pose,2.478,2.936,2.126,2.654,1.7231,4.9458,0.9502,0.9553,0.7863,0.6832
205,8.2,3.0,3.0,3.0,bbox,2.518,2.936,2.174,2.654,1.7529,4.9119,,,,
206,8.24,2.901,3.0,2.901,bbox,2.553,2.936,2.21,2.654,1.7741,4.808,,,,
207,8.28,1.997,2.901,2.85,pose,2.553,2.936,2.244,2.654,1.8093,4.7522,1.1885,1.0919,0.7354,0.6642
208,8.32,2.832,2.832,2.832,bbox,2.604,2.936,2.348,2.654,1.8371,4.7285,,,,
209,8.36,2.861,2.861,2.861,bbox,2.639,2.936,2.404,2.654,1.878,4.7452,,,,
210,8.4,2.015,2.832,2.875,pose,2.639,2.936,2.404,2.654,1.9507,4.8069,1.1476,1.0731,0.6077,0.6059
211,8.44,2.933,2.832,2.933,bbox,2.708,2.936,2.404,2.654,1.945,4.8577,,,,
212,8.48,2.944,2.861,2.944,bbox,2.708,2.936,2.404,2.709,1.887,4.8654,,,,
213,8.52,2.022,2.861,2.989,pose,2.708,2.936,2.404,2.759,1.8533,4.8978,1.2152,1.1256,0.6317,0.6921
214,8.56,3.086,2.933,3.086,bbox,2.708,2.936,2.404,2.759,1.7968,4.9776,,,,
215,8.6,3.183,2.944,3.183,bbox,2.708,2.936,2.404,2.799,1.7424,5.0452,,,,
216,8.64,2.456,2.944,3.26,pose,2.708,3.018,2.404,2.879,1.6981,5.0561,1.2588,0.9488,0.704,0.6331
217,8.68,3.374,3.086,3.374,bbox,2.708,3.072,2.404,2.947,1.6223,5.0452,,,,
218,8.72,3.479,3.183,3.479,bbox,2.708,3.116,2.404,2.947,1.5358,5.0303,,,,
219,8.76,2.819,3.183,3.611,pose,2.708,3.192,2.404,2.947,1.4968,5.0993,1.1399,0.9471,0.6739,0.6114
220,8.8,3.632,3.374,3.632,bbox,2.708,3.279,2.404,2.947,1.4869,5.0944,,,,
221,8.84,3.587,3.479,3.587,bbox,2.708,3.318,2.404,2.996,1.4808,5.1027,,,,
222,8.88,2.763,3.479,3.519,pose,2.708,3.318,2.404,2.996,1.4807,5.0889,1.1374,0.9166,0.6846,0.6966
223,8.92,3.397,3.397,3.397,bbox,2.708,3.318,2.404,2.996,1.4875,5.053,,,,
224,8.96,3.315,3.397,3.315,bbox,2.708,3.318,2.404,2.996,1.5041,5.0512,,,,
225,9.0,2.587,3.315,3.123,pose,2.708,3.318,2.445,2.996,1.5331,4.9053,1.0582,0.6772,0.7623,0.7252
226,9.04,3.06,3.06,3.06,bbox,2.708,3.318,2.445,2.996,1.5811,4.8935,,,,
227,9.08,3.076,3.076,3.076,bbox,2.744,3.318,2.584,2.996,1.6413,4.9146,,,,
228,9.12,2.292,3.06,3.07,pose,2.792,3.318,2.584,2.996,1.6766,4.9139,1.1701,0.8155,0.7632,0.7125
229,9.16,3.086,3.06,3.086,bbox,2.852,3.318,2.584,2.996,1.6732,4.9105,,,,
230,9.2,3.09,3.076,3.09,bbox,2.884,3.318,2.584,2.996,1.684,4.9145,,,,
231,9.24,2.222,3.076,3.116,pose,2.884,3.318,2.584,2.996,1.6806,4.8881,1.286,0.9759,0.6561,0.6257
232,9.28,3.138,3.086,3.138,bbox,2.884,3.318,2.584,2.996,1.6979,4.9082,,,,
233,9.32,3.15,3.09,3.15,bbox,2.884,3.318,2.584,2.996,1.6899,4.9481,,,,
234,9.36,3.149,3.138,3.149,bbox,2.884,3.318,2.584,2.996,1.698,5.024,1.2941,,0.6803,
235,9.4,3.157,3.149,3.157,bbox,2.884,3.318,2.584,3.03,1.6909,5.0933,,,,
236,9.44,3.241,3.15,3.241,bbox,2.884,3.318,2.584,3.106,1.6546,5.1765,,,,
237,9.48,2.436,3.15,3.352,pose,2.884,3.318,2.584,3.175,1.6244,5.2943,1.1916,1.1437,0.7886,0.7151
238,9.52,3.482,3.157,3.482,bbox,2.884,3.318,2.584,3.258,1.5666,5.3913,,,,
239,9.56,3.559,3.241,3.559,bbox,2.884,3.366,2.584,3.376,1.5201,5.4004,,,,
240,9.6,2.851,3.241,3.615,pose,2.884,3.424,2.584,3.46,1.4801,5.3786,1.0838,1.0471,0.8182,0.5991
241,9.64,3.721,3.482,3.721,bbox,2.884,3.471,2.584,3.46,1.4808,5.434,,,,
