frame,time_s,distance_raw_m,distance_smooth_m,distance_bbox_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
771,25.726,1.941,2.468,2.502,pose,7.54,6.339,6.975,6.783,3.0852,5.2995,0.9507,0.6844,0.6871,0.524
772,25.759,2.543,2.478,2.543,bbox,7.54,6.38,7.018,6.783,3.0533,5.2903,,,,
773,25.792,2.573,2.484,2.573,bbox,7.54,6.38,7.018,6.783,3.0236,5.2838,,,,
774,25.826,1.954,2.484,2.607,pose,7.54,6.427,7.018,6.783,2.9957,5.2832,0.9905,0.5561,0.6665,0.5516
775,25.859,2.615,2.543,2.615,bbox,7.54,6.427,7.018,6.783,2.9837,5.2844,,,,
776,25.893,2.601,2.573,2.601,bbox,7.54,6.485,7.018,6.783,2.9735,5.2744,,,,
777,25.926,1.937,2.573,2.569,pose,7.54,6.485,7.018,6.783,2.9645,5.2531,1.0116,0.5578,0.6648,0.5479
778,25.959,2.535,2.535,2.535,bbox,7.54,6.485,7.018,6.783,2.9622,5.2359,,,,
779,25.993,2.495,2.535,2.495,bbox,7.54,6.516,7.066,6.783,2.9631,5.2296,,,,
780,26.026,1.879,2.495,2.452,pose,7.54,6.516,7.066,6.783,2.9662,5.2093,0.9865,0.5388,0.6747,0.6034
781,26.059,2.384,2.384,2.384,bbox,7.54,6.516,7.066,6.783,2.992,5.1901,,,,
782,26.093,2.314,2.384,2.314,bbox,7.54,6.516,7.11,6.783,3.0214,5.1618,,,,
783,26.126,1.783,2.314,2.259,pose,7.54,6.516,7.11,6.783,3.0526,5.1388,1.0064,0.5114,0.6758,0.6087
784,26.159,2.227,2.227,2.227,bbox,7.597,6.516,7.157,6.783,3.0946,5.1413,,,,
785,26.193,2.2,2.227,2.2,bbox,7.628,6.516,7.157,6.783,3.1417,5.1463,,,,
786,26.226,1.644,2.2,2.189,pose,7.67,6.516,7.157,6.783,3.1643,5.1374,0.9816,0.6539,0.6609,0.6095
787,26.26,2.18,2.18,2.18,bbox,7.717,6.516,7.157,6.783,3.1711,5.1146,,,,
788,26.293,2.114,2.18,2.114,bbox,7.717,6.516,7.157,6.783,3.1782,5.0582,,,,
789,26.326,1.549,2.114,2.067,pose,7.717,6.516,7.205,6.783,3.1769,5.0023,0.933,0.7593,0.6297,0.5932
790,26.36,2.065,2.065,2.065,bbox,7.717,6.516,7.261,6.783,3.1673,4.9883,,,,
791,26.393,2.084,2.084,2.084,bbox,7.717,6.516,7.317,6.783,3.1561,4.9852,,,,
792,26.426,1.409,2.065,2.11,pose,7.717,6.516,7.317,6.783,3.1392,4.9742,0.7384,0.7994,0.339,0.5693
793,26.46,2.135,2.065,2.135,bbox,7.717,6.516,7.317,6.783,3.1301,4.9724,,,,
794,26.493,2.147,2.084,2.147,bbox,7.717,6.516,7.317,6.783,3.1371,4.9893,,,,
795,26.527,1.563,2.084,2.167,pose,7.717,6.516,7.317,6.783,3.1408,5.018,0.9555,0.7762,0.5848,0.5959
796,26.56,2.169,2.135,2.169,bbox,7.717,6.516,7.317,6.783,3.16,5.0669,,,,
797,26.593,2.154,2.147,2.154,bbox,7.717,6.516,7.317,6.783,3.1833,5.0888,,,,
798,26.627,1.426,2.147,2.108,pose,7.717,6.516,7.317,6.848,3.2163,5.0948,1.0386,0.7831,0.5364,0.6255
799,26.66,2.061,2.061,2.061,bbox,7.759,6.516,7.317,6.848,3.2589,5.1132,,,,
800,26.693,2.048,2.061,2.048,bbox,7.792,6.516,7.317,6.848,3.286,5.1302,,,,
801,26.727,1.152,2.048,2.056,pose,7.835,6.516,7.317,6.894,3.31,5.1566,1.2404,0.7532,0.509,0.6547
802,26.76,2.06,2.048,2.06,bbox,7.835,6.516,7.317,6.894,3.3356,5.1863,,,,
803,26.793,2.07,2.06,2.07,bbox,7.886,6.516,7.317,6.937,3.369,5.2128,,,,
804,26.827,1.027,2.048,2.086,pose,7.886,6.516,7.317,6.937,3.4047,5.2255,1.4234,0.6976,0.5506,0.5923
805,26.86,2.094,2.06,2.094,bbox,7.945,6.516,7.317,6.994,3.4412,5.2325,,,,
806,26.894,2.116,2.07,2.116,bbox,7.98,6.516,7.317,6.994,3.4712,5.2455,,,,
807,26.927,0.921,2.07,2.162,pose,8.017,6.516,7.317,6.994,3.4941,5.2713,1.2964,0.7398,0.4989,0.4906
808,26.96,2.109,2.094,2.109,bbox,8.047,6.516,7.317,7.026,3.5369,5.2646,,,,
809,26.994,1.992,2.094,1.992,bbox,8.047,6.516,7.317,7.026,3.59,5.2063,,,,
810,27.027,1.219,1.992,1.884,pose,8.113,6.516,7.317,7.026,3.6273,5.1295,1.132,0.4368,0.4975,0.4079
811,27.06,1.73,1.73,1.73,bbox,8.166,6.516,7.356,7.026,3.6579,5.0449,,,,
812,27.094,1.7,1.73,1.7,bbox,8.203,6.516,7.433,7.026,3.6648,5.035,,,,
813,27.127,1.638,1.7,1.638,bbox,8.203,6.516,7.518,7.026,3.6513,4.999,0.9514,,0.5268,
814,27.16,1.584,1.638,1.584,bbox,8.203,6.516,7.518,7.026,3.6293,4.9437,,,,
815,27.194,1.481,1.638,1.481,bbox,8.203,6.516,7.563,7.026,3.6144,4.8521,,,,
816,27.227,1.432,1.584,1.432,bbox,8.203,6.516,7.619,7.026,3.609,4.8051,0.9863,,0.5589,
817,27.261,1.339,1.481,1.339,bbox,8.203,6.516,7.71,7.026,3.6139,4.7372,,,,
818,27.294,1.306,1.432,1.306,bbox,8.203,6.516,7.757,7.026,3.6041,4.7066,,,,
819,27.327,0.331,1.339,1.303,pose,8.203,6.516,7.825,7.026,3.5917,4.6979,0.9966,0.7289,0.5273,0.5528
820,27.361,1.213,1.306,1.213,bbox,8.203,6.516,7.856,7.026,3.598,4.6559,,,,
821,27.394,1.141,1.213,1.141,bbox,8.203,6.516,7.856,7.026,3.6055,4.6311,,,,
822,27.427,0.395,1.141,1.106,pose,8.203,6.516,7.907,7.026,3.6104,4.6105,0.9979,0.3868,0.5362,0.5604
823,27.461,0.951,0.951,0.951,bbox,8.203,6.516,7.907,7.026,3.6494,4.5296,,,,
824,27.494,0.899,0.951,0.899,bbox,8.203,6.516,7.952,7.026,3.6077,4.4546,,,,
825,27.527,0.037,0.899,0.833,pose,8.203,6.516,8.033,7.026,3.6065,4.3927,1.0005,0.4971,0.548,0.6952
826,27.561,0.857,0.857,0.857,bbox,8.203,6.516,8.108,7.026,3.5852,4.3805,,,,
827,27.594,0.843,0.857,0.843,bbox,8.203,6.516,8.17,7.026,3.5915,4.3587,,,,
828,27.628,0.507,0.843,0.721,pose,8.203,6.516,8.17,7.026,3.6054,4.3041,0.0146,0.3294,0.6179,0.6321
829,27.661,,,,,8.203,6.516,8.17,7.026,,,,,,
830,27.694,,,,,8.203,6.516,8.17,7.026,,,,,,
831,27.728,,,,,8.203,6.516,8.17,7.026,,,,,,
832,27.761,,,,,8.203,6.516,8.17,7.026,,,,,,
833,27.794,,,,,8.203,6.516,8.17,7.026,,,,,,
834,27.828,,,,,8.203,6.516,8.17,7.026,,,,,,
835,27.861,,,,,8.203,6.516,8.17,7.026,,,,,,
836,27.895,,,,,8.203,6.516,8.17,7.026,,,,,,
837,27.928,,,,,8.203,6.516,8.17,7.026,,,,,,
838,27.961,,,,,8.203,6.516,8.17,7.026,,,,,,
839,27.995,,,,,8.203,6.516,8.17,7.026,,,,,,
840,28.028,,,,,8.203,6.516,8.17,7.026,,,,,,
841,28.061,,,,,8.203,6.516,8.17,7.026,,,,,,
842,28.095,,,,,8.203,6.516,8.17,7.026,,,,,,
843,28.128,,,,,8.203,6.516,8.17,7.026,,,,,,
844,28.161,,,,,8.203,6.516,8.17,7.026,,,,,,
845,28.195,,,,,8.203,6.516,8.17,7.026,,,,,,
846,28.228,,,,,8.203,6.516,8.17,7.026,,,,,,
847,28.262,,,,,8.203,6.516,8.17,7.026,,,,,,
848,28.295,,,,,8.203,6.516,8.17,7.026,,,,,,
849,28.328,,,,,8.203,6.516,8.17,7.026,,,,,,
850,28.362,,,,,8.203,6.516,8.17,7.026,,,,,,
851,28.395,,,,,8.203,6.516,8.17,7.026,,,,,,
852,28.428,,,,,8.203,6.516,8.17,7.026,,,,,,
853,28.462,,,,,8.203,6.516,8.17,7.026,,,,,,
854,28.495,,,,,8.203,6.516,8.17,7.026,,,,,,
855,28.529,,,,,8.203,6.516,8.17,7.026,,,,,,
856,28.562,,,,,8.203,6.516,8.17,7.026,,,,,,
857,28.595,,,,,8.203,6.516,8.17,7.026,,,,,,
858,28.629,,,,,8.203,6.516,8.17,7.026,,,,,,
859,28.662,,,,,8.203,6.516,8.17,7.026,,,,,,
860,28.695,,,,,8.203,6.516,8.17,7.026,,,,,,
861,28.729,,,,,8.203,6.516,8.17,7.026,,,,,,
862,28.762,,,,,8.203,6.516,8.17,7.026,,,,,,
863,28.795,,,,,8.203,6.516,8.17,7.026,,,,,,
864,28.829,,,,,8.203,6.516,8.17,7.026,,,,,,
865,28.862,,,,,8.203,6.516,8.17,7.026,,,,,,
866,28.896,,,,,8.203,6.516,8.17,7.026,,,,,,
867,28.929,,,,,8.203,6.516,8.17,7.026,,,,,,
868,28.962,,,,,8.203,6.516,8.17,7.026,,,,,,
869,28.996,,,,,8.203,6.516,8.17,7.026,,,,,,
870,29.029,,,,,8.203,6.516,8.17,7.026,,,,,,
871,29.062,,,,,8.203,6.516,8.17,7.026,,,,,,
872,29.096,,,,,8.203,6.516,8.17,7.026,,,,,,
873,29.129,,,,,8.203,6.516,8.17,7.026,,,,,,
874,29.162,,,,,8.203,6.516,8.17,7.026,,,,,,
875,29.196,,,,,8.203,6.516,8.17,7.026,,,,,,
876,29.229,,,,,8.203,6.516,8.17,7.026,,,,,,
877,29.263,,,,,8.203,6.516,8.17,7.026,,,,,,
878,29.296,,,,,8.203,6.516,8.17,7.026,,,,,,
879,29.329,,,,,8.203,6.516,8.17,7.026,,,,,,
880,29.363,,,,,8.203,6.516,8.17,7.026,,,,,,
881,29.396,,,,,8.203,6.516,8.17,7.026,,,,,,
882,29.429,,,,,8.203,6.516,8.17,7.026,,,,,,
883,29.463,,,,,8.203,6.516,8.17,7.026,,,,,,
884,29.496,,,,,8.203,6.516,8.17,7.026,,,,,,
885,29.53,,,,,8.203,6.516,8.17,7.026,,,,,,
886,29.563,,,,,8.203,6.516,8.17,7.026,,,,,,
887,29.596,,,,,8.203,6.516,8.17,7.026,,,,,,
888,29.63,0.199,0.507,0.538,pose,8.203,6.552,8.204,7.026,2.8032,3.1922,0.3733,0.0722,0.7936,0.5719
889,29.663,0.508,0.508,0.508,bbox,8.203,6.552,8.258,7.026,2.7906,3.168,,,,
890,29.696,0.498,0.507,0.498,bbox,8.203,6.708,8.408,7.026,2.7702,3.1686,,,,
891,29.73,0.544,0.507,0.544,bbox,8.203,6.708,8.408,7.026,2.7495,3.1705,0.3951,,0.8644,
892,29.763,0.554,0.508,0.554,bbox,8.203,6.741,8.408,7.026,2.7484,3.1743,,,,
893,29.796,0.573,0.544,0.573,bbox,8.203,6.741,8.408,7.026,2.7264,3.1843,,,,
894,29.83,0.717,0.554,0.56,pose,8.203,6.741,8.408,7.026,2.7243,3.194,0.1656,0.1021,0.8967,0.4441
895,29.863,0.584,0.573,0.584,bbox,8.203,6.785,8.408,7.026,2.6984,3.2024,,,,
896,29.897,0.65,0.584,0.65,bbox,8.203,6.785,8.408,7.026,2.6423,3.2039,,,,
897,29.93,0.716,0.65,0.701,pose,8.203,6.785,8.408,7.026,2.594,3.2153,0.0235,0.0681,0.8987,0.6136
898,29.963,0.786,0.716,0.786,bbox,8.203,6.869,8.408,7.026,2.5383,3.2674,,,,
899,29.997,0.913,0.716,0.913,bbox,8.203,6.917,8.408,7.026,2.4838,3.343,,,,
900,30.03,0.976,0.786,0.992,pose,8.203,6.973,8.408,7.102,2.4321,3.3831,0.0061,0.0528,0.811,0.5686
901,30.063,1.064,0.913,1.064,bbox,8.203,7.028,8.408,7.177,2.3877,3.4099,,,,
902,30.097,1.128,0.976,1.128,bbox,8.203,7.079,8.408,7.217,2.3583,3.4423,,,,
903,30.13,0.837,0.976,1.167,pose,8.203,7.124,8.408,7.217,2.3332,3.4511,0.4265,0.0633,0.7719,0.5732
904,30.163,1.244,1.064,1.244,bbox,8.203,7.124,8.408,7.276,2.3173,3.4937,,,,
905,30.197,1.27,1.128,1.27,bbox,8.203,7.178,8.408,7.276,2.2976,3.4983,,,,
906,30.23,0.97,1.128,1.289,pose,8.203,7.178,8.408,7.328,2.2953,3.5172,0.4676,0.023,0.7941,0.5555
907,30.264,1.341,1.244,1.341,bbox,8.203,7.214,8.408,7.328,2.2882,3.561,,,,
908,30.297,1.376,1.27,1.376,bbox,8.203,7.214,8.408,7.328,2.297,3.6097,,,,
909,30.33,1.074,1.27,1.443,pose,8.203,7.214,8.408,7.395,2.2992,3.6674,0.4941,0.2307,0.9122,0.5614
910,30.364,1.493,1.341,1.493,bbox,8.203,7.214,8.408,7.444,2.2954,3.716,,,,
911,30.397,1.569,1.376,1.569,bbox,8.203,7.214,8.408,7.502,2.247,3.7469,,,,
912,30.43,1.261,1.376,1.618,pose,8.203,7.214,8.408,7.55,2.1982,3.7546,0.2569,0.4053,0.7626,0.5763
913,30.464,1.657,1.493,1.657,bbox,8.203,7.264,8.408,7.581,2.1656,3.7617,,,,
914,30.497,1.695,1.569,1.695,bbox,8.203,7.313,8.408,7.581,2.1485,3.7732,,,,
915,30.53,1.573,1.573,1.714,pose,8.203,7.346,8.408,7.581,2.1444,3.7828,0.0298,0.5272,0.9071,0.5569
916,30.564,1.748,1.657,1.748,bbox,8.203,7.346,8.408,7.581,2.1306,3.819,,,,
917,30.597,1.814,1.695,1.814,bbox,8.203,7.346,8.408,7.617,2.0927,3.839,,,,
918,30.631,1.708,1.708,1.894,pose,8.203,7.381,8.408,7.653,2.0659,3.8856,0.2103,0.4126,0.9225,0.5471
919,30.664,1.905,1.748,1.905,bbox,8.203,7.419,8.408,7.653,2.0638,3.9146,,,,
920,30.697,1.93,1.814,1.93,bbox,8.203,7.419,8.408,7.72,2.0572,3.9386,,,,
921,30.731,1.844,1.844,1.971,pose,8.203,7.419,8.408,7.72,2.0524,3.9795,0.239,0.2968,0.9256,0.5419
922,30.764,2.015,1.905,2.015,bbox,8.203,7.454,8.408,7.773,2.0465,4.0177,,,,
923,30.797,2.05,1.93,2.05,bbox,8.203,7.454,8.408,7.814,2.0457,4.0541,,,,
924,30.831,2.106,2.015,2.123,pose,8.203,7.454,8.408,7.852,2.0377,4.1326,0.2277,0.0108,0.9222,0.6045
925,30.864,2.195,2.05,2.195,bbox,8.203,7.454,8.408,7.888,2.035,4.1998,,,,
926,30.898,2.239,2.106,2.239,bbox,8.203,7.454,8.408,7.967,2.0373,4.2474,,,,
927,30.931,2.294,2.195,2.294,bbox,8.203,7.454,8.408,8.034,2.031,4.3015,0.1236,,0.9399,
928,30.964,2.338,2.239,2.338,bbox,8.203,7.454,8.408,8.082,2.0218,4.3322,,,,
929,30.998,2.364,2.294,2.364,bbox,8.203,7.454,8.408,8.136,2.0136,4.3564,,,,
930,31.031,2.451,2.338,2.43,pose,8.203,7.49,8.408,8.166,1.9935,4.3895,0.0126,0.4365,0.8459,0.6016
931,31.064,2.486,2.364,2.486,bbox,8.203,7.49,8.408,8.166,1.9626,4.4168,,,,
932,31.098,2.57,2.451,2.57,bbox,8.203,7.49,8.408,8.224,1.9018,4.4421,,,,
933,31.131,2.499,2.486,2.622,pose,8.203,7.549,8.408,8.224,1.8723,4.4702,0.1509,0.4668,0.9494,0.5724
934,31.164,2.657,2.499,2.657,bbox,8.203,7.61,8.408,8.276,1.8563,4.4913,,,,
935,31.198,2.702,2.57,2.702,bbox,8.203,7.61,8.408,8.276,1.8419,4.5287,,,,
936,31.231,2.626,2.626,2.791,pose,8.203,7.655,8.408,8.325,1.8113,4.5655,0.201,0.3252,0.8374,0.5669
937,31.265,2.867,2.657,2.867,bbox,8.203,7.655,8.408,8.363,1.7986,4.6206,,,,
938,31.298,2.955,2.702,2.955,bbox,8.203,7.7,8.408,8.4,1.7847,4.6828,,,,
939,31.331,2.835,2.835,3.028,pose,8.203,7.7,8.408,8.455,1.7702,4.7545,0.2926,0.0459,0.9299,0.5628
940,31.365,3.092,2.867,3.092,bbox,8.203,7.7,8.408,8.517,1.7623,4.8176,,,,
941,31.398,3.135,2.955,3.135,bbox,8.203,7.741,8.408,8.589,1.7623,4.8516,,,,
942,31.431,2.892,2.955,3.139,pose,8.203,7.741,8.408,8.652,1.7664,4.8657,0.2957,0.2236,0.9146,0.6034
943,31.465,3.148,3.092,3.148,bbox,8.203,7.741,8.408,8.686,1.7721,4.8853,,,,
944,31.498,3.207,3.135,3.207,bbox,8.203,7.741,8.408,8.686,1.782,4.9452,,,,
945,31.532,2.809,3.135,3.249,pose,8.203,7.741,8.408,8.719,1.8034,4.985,0.4078,0.4691,0.9007,0.6099
946,31.565,3.251,3.148,3.251,bbox,8.203,7.741,8.408,8.779,1.8346,5.0117,,,,
947,31.598,3.24,3.207,3.24,bbox,8.236,7.741,8.408,8.819,1.8688,5.0286,,,,
948,31.632,2.721,3.207,3.236,pose,8.267,7.741,8.408,8.819,1.887,5.0349,0.5593,0.5139,0.9012,0.5841
949,31.665,3.293,3.24,3.293,bbox,8.267,7.741,8.408,8.863,1.8525,5.0477,,,,
950,31.698,3.278,3.251,3.278,bbox,8.302,7.741,8.408,8.863,1.907,5.0858,,,,
951,31.732,2.842,3.24,3.291,pose,8.302,7.741,8.408,8.863,1.9371,5.117,0.6075,0.3628,0.8966,0.5556
952,31.765,3.321,3.278,3.321,bbox,8.34,7.741,8.408,8.92,1.9621,5.1667,,,,
953,31.798,3.348,3.293,3.348,bbox,8.37,7.741,8.408,8.951,1.9732,5.2136,,,,
954,31.832,3.394,3.321,3.394,bbox,8.37,7.741,8.408,9.001,1.9822,5.2778,0.6382,,0.886,
955,31.865,3.4,3.348,3.4,bbox,8.406,7.741,8.408,9.048,1.9867,5.3181,,,,
956,31.899,3.427,3.394,3.427,bbox,8.406,7.741,8.408,9.112,1.9878,5.3493,,,,
957,31.932,3.132,3.394,3.451,pose,8.406,7.741,8.408,9.152,1.9929,5.3803,0.6247,0.0442,0.8771,0.5971
958,31.965,3.484,3.4,3.484,bbox,8.406,7.741,8.408,9.183,1.9962,5.4046,,,,
959,31.999,3.526,3.427,3.526,bbox,8.406,7.741,8.408,9.214,1.9976,5.4355,,,,
960,32.032,3.162,3.427,3.561,pose,8.406,7.741,8.408,9.214,2.0031,5.4659,0.5833,0.2191,0.8639,0.5909
961,32.065,3.573,3.484,3.573,bbox,8.406,7.741,8.408,9.27,2.0183,5.4926,,,,
962,32.099,3.588,3.526,3.588,bbox,8.406,7.741,8.408,9.3,2.0334,5.5188,,,,
963,32.132,3.237,3.526,3.624,pose,8.451,7.741,8.408,9.3,2.0531,5.5458,0.5072,0.2253,0.8523,0.5738
964,32.165,3.652,3.573,3.652,bbox,8.451,7.741,8.408,9.353,2.0691,5.5812,,,,
965,32.199,3.65,3.588,3.65,bbox,8.486,7.741,8.408,9.353,2.0914,5.6078,,,,
966,32.232,3.651,3.65,3.651,bbox,8.486,7.741,8.408,9.415,2.1165,5.6331,0.4008,,0.8777,
967,32.266,3.712,3.651,3.712,bbox,8.524,7.741,8.408,9.415,2.1353,5.6617,,,,
968,32.299,3.71,3.652,3.71,bbox,8.524,7.741,8.408,9.467,2.1402,5.6939,,,,
969,32.332,3.729,3.71,3.729,bbox,8.568,7.741,8.408,9.467,2.142,5.7236,0.3229,,0.9016,
970,32.366,3.748,3.712,3.748,bbox,8.568,7.741,8.408,9.528,2.1456,5.7487,,,,
971,32.399,3.761,3.729,3.761,bbox,8.568,7.741,8.408,9.528,2.1456,5.7665,,,,
972,32.432,3.506,3.729,3.813,pose,8.568,7.741,8.408,9.583,2.1409,5.7942,0.3412,0.3169,0.8902,0.56
973,32.466,3.867,3.748,3.867,bbox,8.568,7.741,8.408,9.583,2.133,5.8246,,,,
974,32.499,3.935,3.761,3.935,bbox,8.568,7.741,8.408,9.628,2.1246,5.8695,,,,
975,32.532,3.512,3.761,3.999,pose,8.568,7.741,8.408,9.659,2.122,5.9003,0.4083,0.4781,0.873,0.5393
976,32.566,4.049,3.867,4.049,bbox,8.568,7.741,8.408,9.704,2.1218,5.9213,,,,
977,32.599,4.043,3.935,4.043,bbox,8.568,7.741,8.408,9.734,2.1273,5.9308,,,,
978,32.633,3.52,3.935,4.051,pose,8.568,7.741,8.408,9.734,2.1574,5.9408,0.4722,0.3817,0.8748,0.4985
979,32.666,4.025,4.025,4.025,bbox,8.568,7.741,8.408,9.765,2.1961,5.9532,,,,
980,32.699,3.957,4.025,3.957,bbox,8.568,7.741,8.408,9.765,2.231,5.9535,,,,
981,32.733,3.464,3.957,3.946,pose,8.629,7.741,8.408,9.765,2.2469,5.9577,0.592,0.4307,0.8859,0.5331
982,32.766,3.945,3.945,3.945,bbox,8.664,7.741,8.408,9.765,2.2629,5.9755,,,,
983,32.799,3.971,3.957,3.971,bbox,8.664,7.741,8.408,9.765,2.2695,6.0118,,,,
984,32.833,3.653,3.945,4.012,pose,8.696,7.741,8.408,9.81,2.293,6.0655,0.6234,0.2387,0.8701,0.5181
985,32.866,3.997,3.945,3.997,bbox,8.696,7.741,8.408,9.846,2.3202,6.108,,,,
986,32.9,3.99,3.971,3.99,bbox,8.726,7.741,8.408,9.9,2.3434,6.1297,,,,
987,32.933,3.852,3.971,3.962,pose,8.726,7.741,8.408,9.942,2.3622,6.1438,0.6161,0.0058,0.8399,0.5462
988,32.966,4.009,3.99,4.009,bbox,8.776,7.741,8.408,9.942,2.3794,6.1683,,,,
989,33.0,4.047,3.997,4.047,bbox,8.776,7.741,8.408,9.978,2.3983,6.2083,,,,
990,33.033,3.886,3.99,4.062,pose,8.812,7.741,8.408,9.978,2.4107,6.2511,0.6235,0.173,0.8444,0.5357
991,33.066,4.101,4.009,4.101,bbox,8.812,7.741,8.408,10.042,2.4218,6.2869,,,,
992,33.1,4.105,4.047,4.105,bbox,8.843,7.741,8.408,10.085,2.4434,6.3036,,,,
993,33.133,3.946,4.047,4.13,pose,8.843,7.741,8.408,10.121,2.4535,6.3192,0.5844,0.2902,0.8737,0.5184
994,33.166,4.148,4.101,4.148,bbox,8.876,7.741,8.408,10.121,2.4673,6.3284,,,,
995,33.2,4.142,4.105,4.142,bbox,8.876,7.741,8.408,10.153,2.4931,6.3362,,,,
996,33.233,3.923,4.105,4.126,pose,8.876,7.741,8.408,10.153,2.5149,6.3408,0.5542,0.3456,0.864,0.5536
997,33.267,4.12,4.12,4.12,bbox,8.926,7.741,8.408,10.153,2.5294,6.3391,,,,
998,33.3,4.125,4.125,4.125,bbox,8.926,7.741,8.408,10.153,2.5319,6.3335,,,,
999,33.333,3.93,4.12,4.131,pose,8.962,7.741,8.408,10.153,2.5305,6.3318,0.5425,0.3673,0.8612,0.569
1000,33.367,4.12,4.12,4.12,bbox,8.962,7.741,8.408,10.153,2.5262,6.323,,,,
1001,33.4,4.119,4.12,4.119,bbox,8.962,7.741,8.408,10.153,2.5204,6.3197,,,,
1002,33.433,3.924,4.119,4.123,pose,8.962,7.741,8.408,10.153,2.5092,6.3131,0.5571,0.3422,0.8528,0.5923
1003,33.467,4.13,4.119,4.13,bbox,8.962,7.741,8.408,10.153,2.4828,6.3062,,,,
1004,33.5,4.126,4.12,4.126,bbox,8.962,7.741,8.408,10.153,2.4585,6.2967,,,,
1005,33.534,3.922,4.119,4.144,pose,8.962,7.788,8.408,10.153,2.4498,6.2986,0.5816,0.3369,0.8821,0.5755
1006,33.567,4.156,4.126,4.156,bbox,8.962,7.788,8.408,10.153,2.4414,6.2982,,,,
1007,33.6,4.188,4.13,4.188,bbox,8.962,7.821,8.408,10.153,2.4206,6.2936,,,,
1008,33.634,3.958,4.126,4.205,pose,8.962,7.821,8.408,10.153,2.4001,6.2859,0.6004,0.3025,0.8778,0.5841
1009,33.667,4.202,4.156,4.202,bbox,8.962,7.821,8.408,10.153,2.3897,6.2715,,,,
1010,33.7,4.211,4.188,4.211,bbox,8.962,7.87,8.442,10.153,2.369,6.2591,,,,
1011,33.734,3.924,4.188,4.201,pose,8.962,7.87,8.442,10.153,2.3516,6.2404,0.6073,0.289,0.8707,0.5809
1012,33.767,4.191,4.191,4.191,bbox,8.962,7.902,8.442,10.153,2.3293,6.2179,,,,
1013,33.8,4.178,4.191,4.178,bbox,8.962,7.902,8.487,10.153,2.3079,6.1995,,,,
1014,33.834,3.881,4.178,4.158,pose,8.962,7.941,8.487,10.153,2.2838,6.18,0.6011,0.2294,0.8538,0.5538
1015,33.867,4.138,4.138,4.138,bbox,8.962,7.941,8.528,10.153,2.2607,6.1447,,,,
1016,33.901,4.097,4.138,4.097,bbox,8.962,7.987,8.528,10.153,2.2432,6.1105,,,,
1017,33.934,3.821,4.097,4.066,pose,8.962,7.987,8.583,10.153,2.2254,6.0884,0.6104,0.163,0.8595,0.5837
1018,33.967,4.029,4.029,4.029,bbox,8.962,8.027,8.617,10.153,2.2143,6.0669,,,,
1019,34.001,4.019,4.029,4.019,bbox,8.962,8.027,8.617,10.153,2.2027,6.0729,,,,
1020,34.034,3.805,4.019,3.995,pose,8.962,8.027,8.655,10.153,2.1863,6.0646,0.5587,0.0971,0.8682,0.6172
1021,34.067,4.023,4.019,4.023,bbox,8.962,8.068,8.655,10.153,2.1585,6.064,,,,
1022,34.101,4.013,4.019,4.013,bbox,8.962,8.068,8.655,10.153,2.1429,6.0518,,,,
1023,34.134,3.795,4.013,4.012,pose,8.962,8.112,8.655,10.153,2.1164,6.014,0.5672,0.1014,0.8864,0.5754
1024,34.167,4.026,4.013,4.026,bbox,8.962,8.112,8.655,10.153,2.1008,5.9924,,,,
1025,34.201,4.017,4.017,4.017,bbox,8.962,8.154,8.714,10.153,2.1015,5.9775,,,,
1026,34.234,3.702,4.013,3.991,pose,8.962,8.154,8.714,10.153,2.0891,5.9563,0.5868,0.1678,0.8784,0.553
1027,34.268,3.946,3.946,3.946,bbox,8.962,8.154,8.75,10.153,2.1005,5.9355,,,,
1028,34.301,3.904,3.946,3.904,bbox,8.962,8.154,8.75,10.153,2.1185,5.9147,,,,
1029,34.334,3.519,3.904,3.851,pose,8.962,8.154,8.792,10.153,2.1426,5.9024,0.6326,0.2673,0.8818,0.5709
1030,34.368,3.819,3.819,3.819,bbox,8.962,8.154,8.792,10.153,2.1587,5.8901,,,,
1031,34.401,3.794,3.819,3.794,bbox,8.962,8.154,8.825,10.153,2.1814,5.8812,,,,
1032,34.434,3.418,3.794,3.77,pose,9.005,8.154,8.825,10.153,2.1981,5.8745,0.6468,0.3589,0.8836,0.5909
1033,34.468,3.758,3.758,3.758,bbox,9.005,8.154,8.825,10.153,2.2086,5.8616,,,,
1034,34.501,3.74,3.758,3.74,bbox,9.044,8.154,8.825,10.153,2.209,5.8529,,,,
1035,34.535,3.357,3.74,3.715,pose,9.044,8.154,8.866,10.153,2.211,5.8464,0.6539,0.3925,0.8579,0.5852
1036,34.568,3.693,3.693,3.693,bbox,9.044,8.154,8.866,10.153,2.223,5.8275,,,,
1037,34.601,3.672,3.693,3.672,bbox,9.044,8.154,8.866,10.153,2.2387,5.8125,,,,
1038,34.635,3.361,3.672,3.645,pose,9.044,8.154,8.9,10.153,2.2683,5.804,0.6654,0.389,0.8668,0.5914
1039,34.668,3.622,3.622,3.622,bbox,9.085,8.154,8.9,10.153,2.2937,5.7883,,,,
1040,34.701,3.595,3.622,3.595,bbox,9.085,8.154,8.9,10.153,2.3214,5.7812,,,,
