frame,time_s,distance_raw_m,distance_smooth_m,distance_bbox_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
48,0.801,1.057,1.05,1.063,pose,0.0,0.506,0.421,0.0,0.7362,1.5661,0.3673,0.0275,0.88,0.5757
49,0.817,1.074,1.057,1.074,bbox,0.0,0.506,0.421,0.0,0.7165,1.5636,,,,
50,0.834,1.082,1.057,1.082,bbox,0.0,0.506,0.452,0.0,0.7034,1.5623,,,,
51,0.851,1.14,1.074,1.095,pose,0.0,0.554,0.452,0.0,0.6849,1.5595,0.3884,0.0258,0.9348,0.5641
52,0.868,1.108,1.082,1.108,bbox,0.0,0.554,0.452,0.0,0.6741,1.5613,,,,
53,0.884,1.119,1.108,1.119,bbox,0.0,0.585,0.452,0.0,0.679,1.5774,,,,
54,0.901,1.126,1.119,1.136,pose,0.0,0.585,0.452,0.0,0.6917,1.6098,0.4317,0.0277,0.9312,0.5597
55,0.918,1.15,1.126,1.15,bbox,0.0,0.585,0.452,0.0,0.7203,1.6464,,,,
56,0.934,1.159,1.126,1.159,bbox,0.0,0.585,0.452,0.044,0.7509,1.684,,,,
57,0.951,1.125,1.126,1.157,pose,0.035,0.585,0.452,0.08,0.7841,1.7187,0.4319,0.0383,0.9495,0.5615
58,0.968,1.174,1.15,1.174,bbox,0.066,0.585,0.452,0.118,0.8084,1.7511,,,,
59,0.984,1.18,1.159,1.18,bbox,0.099,0.585,0.452,0.153,0.8296,1.7809,,,,
60,1.001,1.108,1.159,1.201,pose,0.099,0.585,0.452,0.185,0.8393,1.8082,0.3757,0.0097,0.9637,0.5777
61,1.018,1.209,1.174,1.209,bbox,0.145,0.585,0.452,0.185,0.8478,1.8301,,,,
62,1.034,1.212,1.18,1.212,bbox,0.145,0.585,0.452,0.242,0.8601,1.8461,,,,
63,1.051,1.142,1.18,1.216,pose,0.145,0.585,0.452,0.242,0.8691,1.8577,0.3164,0.0144,0.9496,0.5629
64,1.068,1.223,1.209,1.223,bbox,0.175,0.585,0.452,0.28,0.8696,1.8676,,,,
65,1.084,1.226,1.212,1.226,bbox,0.175,0.585,0.452,0.28,0.8714,1.8763,,,,
66,1.101,1.193,1.212,1.24,pose,0.175,0.585,0.452,0.28,0.872,1.8849,0.4051,0.0404,1.033,0.5489
67,1.118,1.255,1.223,1.255,bbox,0.175,0.585,0.452,0.31,0.8754,1.8999,,,,
68,1.134,1.259,1.226,1.259,bbox,0.175,0.585,0.452,0.31,0.8802,1.9117,,,,
69,1.151,1.224,1.226,1.269,pose,0.175,0.585,0.452,0.31,0.8887,1.9331,0.3597,0.0252,1.0093,0.5565
70,1.168,1.273,1.255,1.273,bbox,0.175,0.585,0.452,0.346,0.9016,1.9565,,,,
71,1.185,1.285,1.259,1.285,bbox,0.175,0.585,0.452,0.346,0.9106,1.9759,,,,
72,1.201,1.252,1.259,1.275,pose,0.217,0.585,0.452,0.39,0.917,1.9935,0.3022,0.0318,1.0383,0.5521
73,1.218,1.297,1.273,1.297,bbox,0.217,0.585,0.452,0.39,0.93,2.0152,,,,
74,1.235,1.323,1.285,1.323,bbox,0.217,0.585,0.452,0.427,0.933,2.0332,,,,
75,1.251,1.293,1.293,1.335,pose,0.217,0.585,0.452,0.427,0.937,2.0516,0.2362,0.0197,1.0283,0.5675
76,1.268,1.353,1.297,1.353,bbox,0.248,0.585,0.452,0.467,0.9399,2.07,,,,
77,1.285,1.363,1.323,1.363,bbox,0.248,0.585,0.452,0.467,0.941,2.0832,,,,
78,1.301,1.329,1.329,1.384,pose,0.248,0.585,0.452,0.504,0.9511,2.1007,0.1369,0.0328,0.9192,0.5644
79,1.318,1.36,1.353,1.36,bbox,0.248,0.585,0.452,0.504,0.9683,2.1246,,,,
80,1.335,1.375,1.36,1.375,bbox,0.248,0.585,0.452,0.535,0.9925,2.1486,,,,
81,1.351,1.352,1.36,1.384,pose,0.283,0.585,0.452,0.535,1.0058,2.1691,0.0272,0.0148,0.9147,0.5755
82,1.368,1.387,1.36,1.387,bbox,0.283,0.585,0.452,0.583,1.0215,2.1969,,,,
83,1.385,1.342,1.36,1.342,bbox,0.321,0.585,0.452,0.583,1.036,2.212,,,,
84,1.401,1.363,1.363,1.366,pose,0.321,0.585,0.452,0.631,1.0575,2.2365,0.0034,0.0333,0.8418,0.5438
85,1.418,1.413,1.363,1.413,bbox,0.351,0.585,0.452,0.631,1.078,2.276,,,,
86,1.435,1.405,1.387,1.405,bbox,0.351,0.585,0.452,0.67,1.1023,2.2946,,,,
87,1.451,1.437,1.405,1.422,pose,0.393,0.585,0.452,0.71,1.1121,2.3256,0.0277,0.0156,0.9417,0.5752
88,1.468,1.445,1.413,1.445,bbox,0.393,0.585,0.452,0.71,1.1337,2.3635,,,,
89,1.485,1.469,1.437,1.469,bbox,0.427,0.585,0.452,0.76,1.1441,2.3966,,,,
90,1.502,1.519,1.445,1.477,pose,0.427,0.585,0.452,0.797,1.1567,2.4182,0.1468,0.03,0.986,0.5693
91,1.518,1.478,1.469,1.478,bbox,0.459,0.585,0.452,0.83,1.1724,2.4375,,,,
92,1.535,1.481,1.478,1.481,bbox,0.459,0.585,0.452,0.83,1.2027,2.472,,,,
93,1.552,1.52,1.481,1.494,pose,0.459,0.585,0.452,0.871,1.2468,2.5176,0.2386,0.0367,0.9886,0.559
94,1.568,1.533,1.519,1.533,bbox,0.518,0.585,0.452,0.906,1.2629,2.5665,,,,
95,1.585,1.552,1.52,1.552,bbox,0.562,0.585,0.452,0.951,1.2763,2.5991,,,,
96,1.602,1.492,1.52,1.552,pose,0.562,0.585,0.452,1.0,1.2924,2.6282,0.3303,0.0237,1.0029,0.5737
97,1.618,1.566,1.533,1.566,bbox,0.562,0.585,0.452,1.033,1.3138,2.6539,,,,
98,1.635,1.567,1.552,1.567,bbox,0.608,0.585,0.452,1.033,1.3376,2.6817,,,,
99,1.652,1.536,1.552,1.57,pose,0.608,0.585,0.452,1.088,1.3551,2.7044,0.3005,0.0335,0.9881,0.5489
100,1.668,1.584,1.566,1.584,bbox,0.653,0.585,0.452,1.088,1.3706,2.7303,,,,
101,1.685,1.601,1.567,1.601,bbox,0.653,0.585,0.452,1.138,1.3958,2.7641,,,,
102,1.702,1.487,1.567,1.594,pose,0.686,0.585,0.452,1.138,1.4186,2.7882,0.4417,0.0275,0.9988,0.5589
103,1.718,1.598,1.584,1.598,bbox,0.686,0.585,0.452,1.198,1.4277,2.8094,,,,
104,1.735,1.592,1.592,1.592,bbox,0.734,0.585,0.452,1.198,1.4645,2.8325,,,,
105,1.752,1.596,1.596,1.606,pose,0.734,0.585,0.452,1.243,1.4735,2.8636,0.2796,0.0331,0.9786,0.5643
106,1.768,1.612,1.596,1.612,bbox,0.78,0.585,0.452,1.243,1.4916,2.881,,,,
107,1.785,1.617,1.598,1.617,bbox,0.78,0.585,0.452,1.298,1.5155,2.903,,,,
108,1.802,1.501,1.596,1.611,pose,0.78,0.585,0.452,1.298,1.5276,2.919,0.4224,0.0264,0.9785,0.5645
109,1.818,1.599,1.599,1.599,bbox,0.831,0.585,0.452,1.337,1.5426,2.9151,,,,
110,1.835,1.614,1.612,1.614,bbox,0.831,0.585,0.452,1.337,1.555,2.9429,,,,
111,1.852,1.519,1.599,1.608,pose,0.831,0.585,0.452,1.337,1.5649,2.9555,0.41,0.0147,0.992,0.5608
112,1.869,1.627,1.599,1.627,bbox,0.87,0.585,0.452,1.377,1.567,2.9773,,,,
113,1.885,1.648,1.614,1.648,bbox,0.87,0.585,0.452,1.377,1.5684,2.9919,,,,
114,1.902,1.514,1.614,1.63,pose,0.87,0.585,0.452,1.411,1.5883,2.9988,0.3793,0.0109,0.9263,0.5596
115,1.919,1.629,1.627,1.629,bbox,0.87,0.585,0.452,1.411,1.5962,3.0022,,,,
116,1.935,1.683,1.629,1.683,bbox,0.87,0.585,0.452,1.411,1.577,3.049,,,,
117,1.952,1.527,1.629,1.689,pose,0.903,0.585,0.452,1.411,1.5896,3.0728,0.392,0.0225,0.9653,0.5598
118,1.969,1.69,1.629,1.69,bbox,0.903,0.585,0.452,1.483,1.6023,3.085,,,,
119,1.985,1.69,1.683,1.69,bbox,0.903,0.585,0.452,1.483,1.611,3.0965,,,,
120,2.002,1.551,1.683,1.69,pose,0.903,0.585,0.452,1.519,1.6306,3.1099,0.3321,0.0348,0.9463,0.566
121,2.019,1.717,1.69,1.717,bbox,0.903,0.585,0.452,1.519,1.6083,3.1216,,,,
122,2.035,1.76,1.69,1.76,bbox,0.903,0.585,0.452,1.519,1.5856,3.1391,,,,
123,2.052,1.634,1.69,1.771,pose,0.903,0.585,0.452,1.556,1.5921,3.1541,0.2844,0.0092,0.9607,0.5494
124,2.069,1.764,1.717,1.764,bbox,0.903,0.585,0.452,1.556,1.6163,3.1709,,,,
125,2.085,1.777,1.76,1.777,bbox,0.903,0.585,0.452,1.588,1.6172,3.1882,,,,
126,2.102,1.697,1.76,1.79,pose,0.903,0.585,0.452,1.588,1.6255,3.2068,0.1526,0.0384,0.9358,0.5491
127,2.119,1.791,1.764,1.791,bbox,0.903,0.585,0.452,1.622,1.6414,3.2241,,,,
128,2.135,1.812,1.777,1.812,bbox,0.941,0.585,0.452,1.622,1.6435,3.2468,,,,
129,2.152,1.79,1.79,1.812,pose,0.941,0.585,0.452,1.658,1.6605,3.2664,0.0326,0.0397,0.9216,0.5565
130,2.169,1.819,1.791,1.819,bbox,0.941,0.585,0.452,1.658,1.6773,3.2809,,,,
131,2.186,1.799,1.799,1.799,bbox,0.976,0.585,0.452,1.7,1.7116,3.2967,,,,
132,2.202,1.859,1.812,1.776,pose,0.976,0.585,0.452,1.7,1.7498,3.3155,0.0089,0.0218,0.9272,0.5635
133,2.219,1.774,1.799,1.774,bbox,1.027,0.585,0.452,1.731,1.7652,3.3371,,,,
134,2.236,1.78,1.799,1.78,bbox,1.065,0.585,0.452,1.731,1.7785,3.3555,,,,
135,2.252,1.909,1.799,1.801,pose,1.065,0.585,0.452,1.771,1.766,3.3637,0.0494,0.0287,0.9532,0.5579
136,2.269,1.796,1.796,1.796,bbox,1.065,0.585,0.452,1.771,1.798,3.3826,,,,
137,2.286,1.81,1.796,1.81,bbox,1.065,0.585,0.452,1.771,1.7966,3.3944,,,,
138,2.302,1.843,1.81,1.831,pose,1.104,0.585,0.452,1.816,1.7886,3.4053,0.2353,0.0259,0.8625,0.5807
139,2.319,1.838,1.838,1.838,bbox,1.104,0.585,0.452,1.816,1.7845,3.4163,,,,
140,2.336,1.853,1.838,1.853,bbox,1.104,0.585,0.452,1.816,1.7825,3.424,,,,
141,2.352,1.833,1.838,1.844,pose,1.104,0.585,0.452,1.85,1.7824,3.4289,0.2914,0.0266,0.9085,0.5608
142,2.369,1.847,1.843,1.847,bbox,1.104,0.585,0.452,1.85,1.7835,3.4384,,,,
143,2.386,1.858,1.847,1.858,bbox,1.104,0.585,0.452,1.85,1.7883,3.4513,,,,
144,2.402,1.888,1.853,1.869,pose,1.104,0.585,0.452,1.85,1.7958,3.4594,0.294,0.0099,0.8637,0.5741
145,2.419,1.871,1.858,1.871,bbox,1.104,0.585,0.452,1.885,1.8008,3.4679,,,,
146,2.436,1.873,1.871,1.873,bbox,1.104,0.585,0.452,1.885,1.8052,3.475,,,,
147,2.452,1.923,1.873,1.883,pose,1.104,0.585,0.452,1.885,1.8078,3.4806,0.4326,0.0441,0.9997,0.563
148,2.469,1.882,1.882,1.882,bbox,1.104,0.585,0.452,1.885,1.817,3.4895,,,,
149,2.486,1.884,1.882,1.884,bbox,1.104,0.585,0.452,1.885,1.8215,3.4936,,,,
150,2.502,1.938,1.884,1.893,pose,1.104,0.585,0.452,1.923,1.8276,3.5001,0.4409,0.0132,0.9664,0.573
151,2.519,1.896,1.896,1.896,bbox,1.137,0.585,0.452,1.923,1.8292,3.5054,,,,
152,2.536,1.898,1.896,1.898,bbox,1.137,0.585,0.452,1.923,1.8325,3.5105,,,,
153,2.553,1.957,1.898,1.905,pose,1.137,0.585,0.452,1.923,1.8321,3.5142,0.4709,0.0085,1.0147,0.587
154,2.569,1.91,1.91,1.91,bbox,1.137,0.585,0.452,1.923,1.8333,3.5201,,,,
155,2.586,1.898,1.898,1.898,bbox,1.137,0.585,0.452,1.923,1.8289,3.5201,,,,
156,2.603,1.928,1.91,1.89,pose,1.137,0.585,0.452,1.954,1.8329,3.5215,0.4869,0.0136,1.0074,0.5782
157,2.619,1.893,1.91,1.893,bbox,1.137,0.585,0.452,1.954,1.8362,3.5273,,,,
158,2.636,1.892,1.898,1.892,bbox,1.137,0.585,0.452,1.954,1.8336,3.5314,,,,
159,2.653,1.931,1.898,1.9,pose,1.137,0.585,0.452,1.954,1.8295,3.5341,0.4848,0.0283,0.9875,0.5693
160,2.669,1.913,1.913,1.913,bbox,1.137,0.585,0.452,1.954,1.8296,3.5373,,,,
161,2.686,1.918,1.913,1.918,bbox,1.137,0.585,0.452,1.954,1.8296,3.5409,,,,
162,2.703,1.935,1.918,1.917,pose,1.137,0.585,0.452,1.954,1.8296,3.5433,0.4808,0.0222,1.0102,0.5896
163,2.719,1.929,1.929,1.929,bbox,1.137,0.585,0.452,1.954,1.8268,3.5472,,,,
164,2.736,1.931,1.929,1.931,bbox,1.137,0.585,0.452,1.954,1.8259,3.5492,,,,
165,2.753,1.942,1.931,1.94,pose,1.137,0.585,0.452,1.954,1.8216,3.5507,0.4901,0.0355,1.001,0.5817
166,2.769,1.935,1.935,1.935,bbox,1.137,0.585,0.452,1.954,1.8182,3.5499,,,,
167,2.786,1.94,1.935,1.94,bbox,1.137,0.585,0.452,1.954,1.8239,3.5534,,,,
168,2.803,1.954,1.94,1.935,pose,1.137,0.585,0.452,1.985,1.8263,3.5596,0.4716,0.0038,0.9728,0.5852
169,2.819,1.939,1.94,1.939,bbox,1.137,0.585,0.452,1.985,1.8207,3.5639,,,,
170,2.836,1.944,1.94,1.944,bbox,1.137,0.585,0.452,1.985,1.8153,3.5614,,,,
171,2.853,1.969,1.944,1.945,pose,1.137,0.585,0.452,1.985,1.8094,3.5592,0.4759,0.0219,1.0007,0.583
172,2.87,1.95,1.95,1.95,bbox,1.137,0.585,0.452,1.985,1.8067,3.5558,,,,
173,2.886,1.954,1.95,1.954,bbox,1.137,0.585,0.452,1.985,1.8042,3.5544,,,,
174,2.903,1.973,1.954,1.955,pose,1.137,0.585,0.452,1.985,1.8026,3.5584,0.4586,0.0093,0.9893,0.5856
175,2.92,1.962,1.962,1.962,bbox,1.137,0.585,0.452,1.985,1.802,3.5578,,,,
176,2.936,1.967,1.962,1.967,bbox,1.137,0.585,0.452,1.985,1.8021,3.5577,,,,
177,2.953,1.974,1.967,1.963,pose,1.137,0.585,0.452,1.985,1.8018,3.5596,0.4641,0.0136,1.0029,0.5807
178,2.97,1.962,1.967,1.962,bbox,1.137,0.585,0.452,1.985,1.8029,3.5609,,,,
179,2.986,1.968,1.967,1.968,bbox,1.137,0.585,0.452,1.985,1.8023,3.5588,,,,
180,3.003,1.991,1.968,1.973,pose,1.137,0.585,0.452,1.985,1.8022,3.5606,0.461,0.0298,1.0033,0.5658
181,3.02,1.971,1.971,1.971,bbox,1.137,0.585,0.452,1.985,1.8045,3.5619,,,,
182,3.036,1.961,1.968,1.961,bbox,1.137,0.585,0.452,1.985,1.8099,3.5659,,,,
183,3.053,1.984,1.971,1.956,pose,1.137,0.585,0.452,1.985,1.8174,3.5707,0.4575,0.0167,0.9915,0.5901
184,3.07,1.952,1.971,1.952,bbox,1.137,0.585,0.452,1.985,1.8221,3.5675,,,,
185,3.086,1.951,1.961,1.951,bbox,1.137,0.585,0.452,1.985,1.826,3.5701,,,,
186,3.103,2.023,1.961,1.945,pose,1.137,0.585,0.452,1.985,1.8283,3.5722,0.443,0.0158,1.0121,0.5775
187,3.12,1.952,1.952,1.952,bbox,1.137,0.585,0.452,1.985,1.83,3.5735,,,,
188,3.136,1.96,1.952,1.96,bbox,1.137,0.585,0.452,1.985,1.8287,3.5752,,,,
189,3.153,2.03,1.96,1.96,pose,1.137,0.585,0.452,1.985,1.8362,3.5774,0.444,0.0133,1.0111,0.5811
190,3.17,1.959,1.96,1.959,bbox,1.137,0.585,0.452,1.985,1.8341,3.5808,,,,
191,3.187,1.961,1.96,1.961,bbox,1.137,0.585,0.452,1.985,1.8397,3.5843,,,,
192,3.203,2.025,1.961,1.972,pose,1.137,0.585,0.452,2.015,1.8241,3.5872,0.4232,0.0204,0.9909,0.5841
193,3.22,1.942,1.961,1.942,bbox,1.137,0.585,0.452,2.015,1.8471,3.59,,,,
194,3.237,1.945,1.959,1.945,bbox,1.137,0.585,0.452,2.015,1.8548,3.5922,,,,
195,3.253,2.0,1.961,1.912,pose,1.137,0.585,0.452,2.015,1.8848,3.595,0.415,0.026,1.0047,0.5847
196,3.27,1.905,1.945,1.905,bbox,1.17,0.585,0.452,2.015,1.8933,3.5965,,,,
197,3.287,1.898,1.942,1.898,bbox,1.17,0.585,0.452,2.015,1.8981,3.5974,,,,
198,3.303,2.051,1.945,1.905,pose,1.208,0.585,0.452,2.015,1.9003,3.598,0.4082,0.0064,1.0028,0.5733
199,3.32,1.903,1.905,1.903,bbox,1.208,0.585,0.452,2.015,1.9017,3.598,,,,
200,3.337,1.899,1.903,1.899,bbox,1.208,0.585,0.452,2.015,1.8994,3.5944,,,,
201,3.353,2.049,1.903,1.9,pose,1.208,0.585,0.452,2.015,1.901,3.593,0.3999,0.0139,1.0039,0.584
202,3.37,1.899,1.903,1.899,bbox,1.208,0.585,0.452,2.015,1.9003,3.5899,,,,
203,3.387,1.903,1.903,1.903,bbox,1.208,0.585,0.452,2.015,1.893,3.5851,,,,
204,3.403,2.016,1.903,1.893,pose,1.208,0.585,0.452,2.015,1.8992,3.5816,0.4051,0.0087,0.9947,0.5876
205,3.42,1.884,1.903,1.884,bbox,1.208,0.585,0.452,2.015,1.9008,3.5763,,,,
206,3.437,1.884,1.899,1.884,bbox,1.208,0.585,0.452,2.015,1.8921,3.57,,,,
207,3.453,2.027,1.903,1.878,pose,1.208,0.585,0.452,2.015,1.8938,3.5604,0.4113,0.0141,0.9958,0.5873
208,3.47,1.878,1.884,1.878,bbox,1.208,0.585,0.452,2.015,1.8886,3.5532,,,,
209,3.487,1.878,1.884,1.878,bbox,1.208,0.585,0.452,2.015,1.8775,3.5439,,,,
210,3.504,2.008,1.884,1.879,pose,1.208,0.585,0.452,2.015,1.8732,3.5354,0.4213,0.0163,0.9915,0.5907
211,3.52,1.875,1.878,1.875,bbox,1.208,0.585,0.489,2.015,1.8682,3.5253,,,,
212,3.537,1.848,1.878,1.848,bbox,1.208,0.585,0.489,2.015,1.8689,3.5062,,,,
213,3.554,2.022,1.878,1.838,pose,1.208,0.585,0.489,2.015,1.858,3.4874,0.4034,0.0004,0.9892,0.59
214,3.57,1.84,1.875,1.84,bbox,1.208,0.585,0.527,2.015,1.8464,3.4673,,,,
215,3.587,1.811,1.848,1.811,bbox,1.208,0.62,0.527,2.015,1.8407,3.4398,,,,
216,3.604,2.03,1.848,1.82,pose,1.208,0.62,0.565,2.015,1.809,3.4105,0.3788,0.0031,1.0069,0.5724
217,3.62,1.785,1.84,1.785,bbox,1.208,0.62,0.565,2.015,1.7969,3.3767,,,,
218,3.637,1.78,1.811,1.78,bbox,1.208,0.67,0.622,2.015,1.7831,3.344,,,,
219,3.654,2.021,1.811,1.757,pose,1.208,0.67,0.656,2.015,1.7741,3.3122,0.3079,0.0046,1.0009,0.5759
220,3.67,1.761,1.785,1.761,bbox,1.208,0.67,0.689,2.015,1.7511,3.2868,,,,
221,3.687,1.727,1.78,1.727,bbox,1.208,0.704,0.721,2.015,1.7469,3.2653,,,,
222,3.704,1.984,1.78,1.689,pose,1.208,0.704,0.721,2.015,1.7452,3.232,0.2294,0.0164,0.9775,0.5757
223,3.72,1.683,1.761,1.683,bbox,1.208,0.704,0.767,2.015,1.716,3.2029,,,,
224,3.737,1.665,1.727,1.665,bbox,1.208,0.704,0.801,2.015,1.7091,3.1716,,,,
225,3.754,1.964,1.727,1.625,pose,1.208,0.763,0.801,2.015,1.7134,3.142,0.1356,0.025,0.976,0.5785
226,3.77,1.592,1.683,1.592,bbox,1.208,0.763,0.861,2.015,1.7167,3.1074,,,,
227,3.787,1.565,1.665,1.565,bbox,1.208,0.763,0.861,2.015,1.7149,3.0735,,,,
228,3.804,1.962,1.665,1.55,pose,1.208,0.763,0.925,2.015,1.7095,3.044,0.0162,0.0189,1.0224,0.5549
229,3.82,1.539,1.592,1.539,bbox,1.208,0.763,0.959,2.015,1.6786,3.0102,,,,
230,3.837,1.534,1.565,1.534,bbox,1.208,0.763,0.959,2.015,1.6521,2.9754,,,,
231,3.854,1.864,1.565,1.531,pose,1.208,0.8,1.023,2.015,1.6362,2.9485,0.0564,0.018,1.0109,0.5688
232,3.871,1.525,1.539,1.525,bbox,1.208,0.8,1.057,2.015,1.6158,2.9209,,,,
233,3.887,1.521,1.534,1.521,bbox,1.208,0.842,1.057,2.015,1.596,2.8987,,,,
234,3.904,1.716,1.534,1.506,pose,1.208,0.842,1.112,2.015,1.589,2.8718,0.2547,0.0169,0.9882,0.5659
235,3.921,1.503,1.525,1.503,bbox,1.208,0.883,1.112,2.015,1.568,2.844,,,,
236,3.937,1.493,1.521,1.493,bbox,1.208,0.883,1.161,2.015,1.552,2.8232,,,,
237,3.954,1.549,1.521,1.494,pose,1.208,0.883,1.161,2.015,1.5464,2.8075,0.4513,0.0251,1.0153,0.5713
238,3.971,1.483,1.503,1.483,bbox,1.208,0.926,1.21,2.015,1.5327,2.7847,,,,
239,3.987,1.478,1.493,1.478,bbox,1.208,0.926,1.21,2.015,1.5174,2.7602,,,,
240,4.004,1.425,1.483,1.46,pose,1.208,0.926,1.248,2.015,1.5132,2.7315,0.5965,0.0219,0.9994,0.5776
241,4.021,1.448,1.478,1.448,bbox,1.208,0.961,1.248,2.015,1.5016,2.7106,,,,
