frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
100,3.333,,,,0.822,0.69,0.581,0.238,,,,,,
101,3.367,,,,0.822,0.69,0.581,0.238,,,,,,
102,3.4,4.436,4.436,bbox,0.822,0.69,0.617,0.238,3.617,8.2496,0.5463,,0.6634,
103,3.433,4.416,4.436,bbox,0.881,0.69,0.617,0.238,3.594,8.2786,,,,
104,3.467,4.551,4.436,bbox,0.968,0.69,0.617,0.238,3.5631,8.2977,,,,
105,3.5,4.575,4.517,bbox,0.968,0.69,0.657,0.238,3.5584,8.3073,0.5783,,0.7068,
106,3.533,4.633,4.551,bbox,1.022,0.69,0.657,0.238,3.5555,8.3143,,,,
107,3.567,4.631,4.575,bbox,1.022,0.69,0.657,0.238,3.5517,8.3196,,,,
108,3.6,,,,1.022,0.69,0.657,0.238,,,,,,
109,3.633,4.718,4.631,bbox,1.022,0.69,0.693,0.238,3.5355,8.3588,,,,
110,3.667,4.801,4.633,bbox,1.022,0.69,0.693,0.238,3.5177,8.395,,,,
111,3.7,,,,1.022,0.69,0.693,0.238,,,,,,
112,3.733,,,,1.022,0.69,0.693,0.238,,,,,,
113,3.767,,,,1.022,0.69,0.693,0.238,,,,,,
114,3.8,,,,1.022,0.69,0.693,0.238,,,,,,
115,3.833,,,,1.022,0.69,0.693,0.238,,,,,,
116,3.867,,,,1.022,0.69,0.693,0.238,,,,,,
117,3.9,,,,1.022,0.69,0.693,0.238,,,,,,
118,3.933,,,,1.022,0.69,0.693,0.238,,,,,,
119,3.967,,,,1.022,0.69,0.693,0.238,,,,,,
120,4.0,,,,1.022,0.69,0.693,0.238,,,,,,
121,4.033,,,,1.022,0.69,0.693,0.238,,,,,,
122,4.067,,,,1.022,0.69,0.693,0.238,,,,,,
123,4.1,,,,1.022,0.69,0.693,0.238,,,,,,
124,4.133,,,,1.022,0.69,0.693,0.238,,,,,,
125,4.167,,,,1.022,0.69,0.693,0.238,,,,,,
126,4.2,,,,1.022,0.69,0.693,0.238,,,,,,
127,4.233,,,,1.022,0.69,0.693,0.238,,,,,,
128,4.267,4.721,4.718,bbox,1.022,0.69,0.693,0.238,3.5534,8.3396,,,,
129,4.3,4.957,4.721,bbox,1.022,0.69,0.693,0.238,3.5406,8.2833,0.5849,,0.6652,
130,4.333,4.976,4.801,bbox,1.022,0.69,0.693,0.238,3.5488,8.2299,,,,
131,4.367,4.747,4.801,bbox,1.022,0.69,0.693,0.269,3.6019,8.1971,,,,
132,4.4,4.604,4.747,bbox,1.022,0.69,0.693,0.322,3.6121,8.1707,0.6151,,0.7001,
133,4.433,4.503,4.747,bbox,1.022,0.729,0.693,0.355,3.6789,8.1377,,,,
134,4.467,,,,1.022,0.729,0.693,0.355,,,,,,
135,4.5,4.458,4.604,bbox,1.022,0.729,0.693,0.355,3.6813,8.0939,0.5978,,0.736,
136,4.533,4.444,4.503,bbox,1.022,0.787,0.693,0.414,3.6596,8.0722,,,,
137,4.567,4.395,4.458,bbox,1.022,0.787,0.693,0.458,3.6614,8.0332,,,,
138,4.6,4.347,4.444,bbox,1.022,0.787,0.693,0.458,3.6839,7.9959,0.6365,,0.6626,
139,4.633,4.351,4.395,bbox,1.022,0.787,0.693,0.519,3.6748,7.9783,,,,
140,4.667,,,,1.022,0.787,0.693,0.519,,,,,,
141,4.7,4.282,4.351,bbox,1.022,0.787,0.693,0.556,3.7378,7.9538,0.468,,0.7561,
142,4.733,4.262,4.347,bbox,1.022,0.787,0.693,0.556,3.7526,7.9455,,,,
143,4.767,4.246,4.282,bbox,1.022,0.865,0.693,0.598,3.7497,7.94,,,,
144,4.8,4.223,4.262,bbox,1.022,0.865,0.693,0.598,3.7417,7.9318,0.6699,,0.6128,
145,4.833,4.21,4.246,bbox,1.022,0.865,0.693,0.598,3.7551,7.9249,,,,
146,4.867,4.227,4.227,bbox,1.022,0.865,0.693,0.598,3.7479,7.9245,,,,
147,4.9,4.22,4.223,bbox,1.022,0.865,0.693,0.598,3.7836,7.9304,0.5416,,0.7234,
148,4.933,4.191,4.22,bbox,1.022,0.865,0.693,0.598,3.8316,7.9315,,,,
149,4.967,4.129,4.21,bbox,1.022,0.911,0.693,0.598,3.9048,7.949,,,,
150,5.0,,,,1.022,0.911,0.693,0.598,,,,,,
151,5.033,,,,1.022,0.911,0.693,0.598,,,,,,
152,5.067,,,,1.022,0.911,0.693,0.598,,,,,,
153,5.1,4.238,4.22,bbox,1.022,0.944,0.693,0.598,3.8163,8.0013,0.4823,,0.7062,
154,5.133,4.28,4.22,bbox,1.022,0.944,0.693,0.598,3.8119,8.0231,,,,
155,5.167,4.218,4.218,bbox,1.022,0.944,0.74,0.598,3.855,8.0425,,,,
156,5.2,4.022,4.218,pose,1.022,0.944,0.74,0.598,3.8365,8.0763,0.4775,0.3764,0.7055,0.7364
157,5.233,4.155,4.218,bbox,1.022,0.944,0.782,0.598,3.84,8.0903,,,,
158,5.267,4.184,4.184,bbox,1.022,0.944,0.815,0.598,3.8319,8.1038,,,,
159,5.3,,,,1.022,0.944,0.815,0.598,,,,,,
160,5.333,,,,1.022,0.944,0.815,0.598,,,,,,
161,5.367,4.287,4.184,bbox,1.022,0.944,0.815,0.598,3.8182,8.1575,,,,
162,5.4,5.263,4.184,pose,1.022,0.944,0.815,0.598,3.8132,8.1684,0.4377,0.3359,-1.6142,0.7107
163,5.433,4.356,4.287,bbox,1.022,0.944,0.897,0.598,3.8115,8.1736,,,,
164,5.467,4.375,4.356,bbox,1.022,0.944,0.897,0.598,3.806,8.1912,,,,
165,5.5,,,,1.022,0.944,0.897,0.598,,,,,,
166,5.533,,,,1.022,0.944,0.897,0.598,,,,,,
167,5.567,4.437,4.375,bbox,1.022,0.944,0.897,0.598,3.7831,8.2173,,,,
168,5.6,4.448,4.437,bbox,1.022,0.944,0.93,0.598,3.7781,8.223,0.4487,,0.6877,
169,5.633,4.456,4.437,bbox,1.055,0.944,0.93,0.598,3.7758,8.2187,,,,
170,5.667,4.439,4.439,bbox,1.055,0.944,0.93,0.598,3.772,8.2076,,,,
171,5.7,4.457,4.448,bbox,1.055,0.944,0.93,0.598,3.7734,8.1886,0.1942,,0.6837,
172,5.733,4.404,4.448,bbox,1.055,0.944,0.93,0.598,3.7761,8.1722,,,,
173,5.767,4.367,4.439,bbox,1.055,0.944,0.93,0.598,3.7797,8.1747,,,,
174,5.8,4.405,4.405,bbox,1.055,0.944,0.93,0.598,3.7828,8.1396,0.0583,,0.702,
175,5.833,4.383,4.404,bbox,1.055,0.944,0.93,0.598,3.7846,8.1166,,,,
176,5.867,4.338,4.383,bbox,1.055,0.944,0.93,0.65,3.7854,8.0871,,,,
177,5.9,4.296,4.367,bbox,1.055,0.944,0.93,0.65,3.7861,8.0693,0.4283,,0.6838,
178,5.933,4.262,4.338,bbox,1.055,0.944,0.93,0.702,3.785,8.0525,,,,
179,5.967,4.227,4.296,bbox,1.055,0.944,0.93,0.702,3.7861,8.0282,,,,
180,6.0,4.196,4.262,bbox,1.055,0.944,0.93,0.737,3.7899,8.0061,0.5122,,0.6012,
181,6.033,4.178,4.227,bbox,1.055,0.944,0.93,0.737,3.7892,7.9844,,,,
182,6.067,4.128,4.196,bbox,1.055,0.944,0.93,0.783,3.7889,7.9589,,,,
183,6.1,4.104,4.178,bbox,1.055,0.944,0.93,0.783,3.7846,7.9341,0.4891,,0.6163,
184,6.133,4.097,4.128,bbox,1.055,0.944,0.93,0.83,3.7791,7.9157,,,,
185,6.167,4.088,4.104,bbox,1.055,0.944,0.93,0.83,3.7833,7.8987,,,,
186,6.2,4.076,4.097,bbox,1.055,0.944,0.93,0.874,3.7878,7.8818,0.0339,,0.211,
187,6.233,4.066,4.088,bbox,1.055,0.944,0.93,0.874,3.7872,7.8667,,,,
188,6.267,4.056,4.076,bbox,1.055,0.944,0.93,0.908,3.7935,7.8617,,,,
189,6.3,4.015,4.066,pose,1.055,0.944,0.93,0.908,3.7971,7.8534,0.0945,0.2131,0.5713,0.6886
190,6.333,4.016,4.056,bbox,1.055,0.944,0.93,0.908,3.7994,7.832,,,,
191,6.367,4.034,4.034,bbox,1.055,0.944,0.93,0.908,3.7967,7.8197,,,,
192,6.4,4.011,4.016,bbox,1.055,0.944,0.93,0.957,3.8108,7.8061,0.5474,,0.6801,
193,6.433,4.02,4.016,bbox,1.055,0.944,0.93,0.957,3.8168,7.7978,,,,
194,6.467,4.009,4.016,bbox,1.055,0.944,0.93,0.957,3.8265,7.7853,,,,
195,6.5,4.027,4.02,bbox,1.055,0.977,0.93,0.992,3.8355,7.783,0.715,,0.6068,
196,6.533,4.034,4.02,bbox,1.055,0.977,0.93,0.992,3.8452,7.782,,,,
197,6.567,4.045,4.027,bbox,1.055,0.977,0.93,0.992,3.8585,7.7958,,,,
