frame,time_s,distance_raw_m,distance_smooth_m,distance_bbox_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
874,34.96,2.366,2.104,2.366,bbox,4.836,5.615,3.091,4.974,2.2283,3.9608,,,,
875,35.0,2.442,2.153,2.442,bbox,4.836,5.685,3.091,5.022,2.2004,3.9824,,,,
876,35.04,2.055,2.153,2.509,pose,4.836,5.745,3.091,5.063,2.1943,4.0223,0.3692,0.0957,0.6953,0.4227
877,35.08,2.522,2.366,2.522,bbox,4.836,5.745,3.091,5.063,2.1879,4.0284,,,,
878,35.12,2.664,2.442,2.664,bbox,4.836,5.779,3.091,5.124,2.1619,4.0289,,,,
879,35.16,3.511,2.522,2.782,pose,4.836,5.779,3.091,5.124,2.1035,4.0725,0.3709,0.1625,0.6453,0.1827
880,35.2,2.952,2.664,2.952,bbox,4.836,5.811,3.091,5.124,2.0135,4.1052,,,,
881,35.24,3.032,2.952,3.032,bbox,4.836,5.87,3.091,5.175,1.9398,4.1269,,,,
882,35.28,3.098,3.032,3.098,bbox,4.836,5.96,3.091,5.207,1.864,4.1331,0.0287,,0.7054,
883,35.32,3.134,3.098,3.134,bbox,4.836,6.033,3.091,5.207,1.8293,4.1517,,,,
884,35.36,3.229,3.098,3.229,bbox,4.836,6.109,3.091,5.207,1.8024,4.1974,,,,
885,35.4,3.444,3.134,3.444,bbox,4.836,6.144,3.091,5.254,1.7207,4.2295,0.4289,,0.7889,
886,35.44,3.63,3.229,3.63,bbox,4.836,6.144,3.091,5.299,1.6467,4.2502,,,,
887,35.48,,,,,4.836,6.144,3.091,5.299,,,,,,
888,35.52,,,,,4.836,6.144,3.091,5.299,,,,,,
889,35.56,,,,,4.836,6.144,3.091,5.299,,,,,,
890,35.6,,,,,4.836,6.144,3.091,5.299,,,,,,
891,35.64,,,,,4.836,6.144,3.091,5.299,,,,,,
892,35.68,,,,,4.836,6.144,3.091,5.299,,,,,,
893,35.72,,,,,4.836,6.144,3.091,5.299,,,,,,
894,35.76,,,,,4.836,6.144,3.091,5.299,,,,,,
895,35.8,,,,,4.836,6.144,3.091,5.299,,,,,,
896,35.84,,,,,4.836,6.144,3.091,5.299,,,,,,
897,35.88,,,,,4.836,6.144,3.091,5.299,,,,,,
898,35.92,,,,,4.836,6.144,3.091,5.299,,,,,,
899,35.96,,,,,4.836,6.144,3.091,5.299,,,,,,
900,36.0,,,,,4.836,6.144,3.091,5.299,,,,,,
901,36.04,,,,,4.836,6.144,3.091,5.299,,,,,,
902,36.08,,,,,4.836,6.144,3.091,5.299,,,,,,
903,36.12,,,,,4.836,6.144,3.091,5.299,,,,,,
904,36.16,,,,,4.836,6.144,3.091,5.299,,,,,,
905,36.2,,,,,4.836,6.144,3.091,5.299,,,,,,
906,36.24,,,,,4.836,6.144,3.091,5.299,,,,,,
907,36.28,,,,,4.836,6.144,3.091,5.299,,,,,,
908,36.32,,,,,4.836,6.144,3.091,5.299,,,,,,
909,36.36,,,,,4.836,6.144,3.091,5.299,,,,,,
910,36.4,,,,,4.836,6.144,3.091,5.299,,,,,,
911,36.44,,,,,4.836,6.144,3.091,5.299,,,,,,
912,36.48,,,,,4.836,6.144,3.091,5.299,,,,,,
913,36.52,,,,,4.836,6.144,3.091,5.299,,,,,,
914,36.56,,,,,4.836,6.144,3.091,5.299,,,,,,
915,36.6,,,,,4.836,6.144,3.091,5.299,,,,,,
916,36.64,,,,,4.836,6.144,3.091,5.299,,,,,,
917,36.68,4.262,3.444,4.262,bbox,4.836,6.253,3.091,5.332,0.3449,4.9292,,,,
918,36.72,4.215,3.63,4.215,bbox,4.836,6.327,3.091,5.332,0.324,4.8552,0.0445,,0.3339,
919,36.76,4.27,4.215,4.27,bbox,4.836,6.477,3.091,5.502,0.2746,4.7962,,,,
920,36.8,4.428,4.262,4.428,bbox,4.836,6.477,3.091,5.502,0.1813,4.7578,,,,
921,36.84,4.565,4.27,4.565,bbox,4.836,6.547,3.091,5.502,0.1507,4.7337,,,,
922,36.88,4.493,4.428,4.493,bbox,4.836,6.64,3.124,5.502,0.1428,4.7636,,,,
923,36.92,4.272,4.428,4.272,bbox,4.836,6.671,3.124,5.502,0.1266,4.812,,,,
924,36.96,4.46,4.46,4.46,bbox,4.836,6.671,3.124,5.502,0.1232,4.8783,0.0165,,0.2501,
925,37.0,4.552,4.493,4.552,bbox,4.836,6.671,3.124,5.551,0.1271,4.91,,,,
926,37.04,4.634,4.493,4.634,bbox,4.836,6.671,3.124,5.617,0.1232,4.8933,,,,
927,37.08,4.793,4.552,4.793,bbox,4.836,6.671,3.124,5.617,0.1323,4.8854,0.0192,,-0.0118,
928,37.12,4.966,4.634,4.966,bbox,4.836,6.671,3.124,5.617,0.1446,4.8756,,,,
929,37.16,4.996,4.793,4.996,bbox,4.836,6.671,3.124,5.617,0.1782,4.8695,,,,
930,37.2,4.874,4.874,4.874,bbox,4.836,6.671,3.124,5.617,0.2189,4.8682,0.0208,,0.0222,
931,37.24,4.902,4.902,4.902,bbox,4.836,6.671,3.124,5.617,0.2195,4.8655,,,,
932,37.28,4.866,4.902,4.866,bbox,4.904,6.671,3.124,5.617,0.253,4.8703,,,,
933,37.32,4.847,4.874,4.847,bbox,4.904,6.671,3.124,5.617,0.2582,4.872,,,,
934,37.36,4.849,4.866,4.849,bbox,4.938,6.671,3.124,5.617,0.2585,4.8744,,,,
935,37.4,,,,,4.938,6.671,3.124,5.617,,,,,,
936,37.44,,,,,4.938,6.671,3.124,5.617,,,,,,
937,37.48,,,,,4.938,6.671,3.124,5.617,,,,,,
938,37.52,,,,,4.938,6.671,3.124,5.617,,,,,,
939,37.56,,,,,4.938,6.671,3.124,5.617,,,,,,
940,37.6,,,,,4.938,6.671,3.124,5.617,,,,,,
941,37.64,,,,,4.938,6.671,3.124,5.617,,,,,,
942,37.68,,,,,4.938,6.671,3.124,5.617,,,,,,
943,37.72,,,,,4.938,6.671,3.124,5.617,,,,,,
944,37.76,,,,,4.938,6.671,3.124,5.617,,,,,,
945,37.8,,,,,4.938,6.671,3.124,5.617,,,,,,
946,37.84,,,,,4.938,6.671,3.124,5.617,,,,,,
947,37.88,,,,,4.938,6.671,3.124,5.617,,,,,,
948,37.92,,,,,4.938,6.671,3.124,5.617,,,,,,
949,37.96,,,,,4.938,6.671,3.124,5.617,,,,,,
950,38.0,,,,,4.938,6.671,3.124,5.617,,,,,,
951,38.04,,,,,4.938,6.671,3.124,5.617,,,,,,
952,38.08,,,,,4.938,6.671,3.124,5.617,,,,,,
953,38.12,,,,,4.938,6.671,3.124,5.617,,,,,,
954,38.16,,,,,4.938,6.671,3.124,5.617,,,,,,
955,38.2,,,,,4.938,6.671,3.124,5.617,,,,,,
956,38.24,,,,,4.938,6.671,3.124,5.617,,,,,,
957,38.28,,,,,4.938,6.671,3.124,5.617,,,,,,
958,38.32,,,,,4.938,6.671,3.124,5.617,,,,,,
959,38.36,,,,,4.938,6.671,3.124,5.617,,,,,,
960,38.4,,,,,4.938,6.671,3.124,5.617,,,,,,
961,38.44,,,,,4.938,6.671,3.124,5.617,,,,,,
962,38.48,,,,,4.938,6.671,3.124,5.617,,,,,,
963,38.52,,,,,4.938,6.671,3.124,5.617,,,,,,
964,38.56,,,,,4.938,6.671,3.124,5.617,,,,,,
965,38.6,,,,,4.938,6.671,3.124,5.617,,,,,,
966,38.64,,,,,4.938,6.671,3.124,5.617,,,,,,
967,38.68,,,,,4.938,6.671,3.124,5.617,,,,,,
968,38.72,,,,,4.938,6.671,3.124,5.617,,,,,,
969,38.76,,,,,4.938,6.671,3.124,5.617,,,,,,
970,38.8,,,,,4.938,6.671,3.124,5.617,,,,,,
971,38.84,,,,,4.938,6.671,3.124,5.617,,,,,,
972,38.88,,,,,4.938,6.671,3.124,5.617,,,,,,
973,38.92,,,,,4.938,6.671,3.124,5.617,,,,,,
974,38.96,4.367,4.849,4.367,bbox,4.938,6.671,3.124,5.617,0.469,4.7773,,,,
975,39.0,3.983,4.847,4.199,pose,4.938,6.671,3.124,5.617,0.4809,4.7878,0.7045,0.06,0.8621,0.0587
976,39.04,4.218,4.367,4.218,bbox,5.093,6.671,3.212,5.617,0.5039,4.7895,,,,
977,39.08,4.199,4.218,4.199,bbox,5.093,6.671,3.212,5.617,0.5223,4.7866,,,,
978,39.12,4.074,4.199,4.195,pose,5.128,6.671,3.212,5.617,0.5504,4.7841,0.6988,0.0481,0.852,0.4482
979,39.16,4.63,4.199,4.63,bbox,5.128,6.671,3.212,5.617,0.5758,4.7866,,,,
980,39.2,4.196,4.199,4.196,bbox,5.175,6.671,3.212,5.617,0.5946,4.7332,,,,
981,39.24,3.989,4.196,4.134,pose,5.175,6.671,3.212,5.617,0.6087,4.7195,0.6685,0.0589,0.8754,0.5547
982,39.28,4.106,4.106,4.106,bbox,5.219,6.671,3.269,5.617,0.6187,4.6936,,,,
983,39.32,4.119,4.119,4.119,bbox,5.219,6.671,3.269,5.617,0.6279,4.6817,,,,
984,39.36,3.887,4.106,4.06,pose,5.219,6.671,3.308,5.617,0.6482,4.6642,0.6241,0.2431,0.8606,0.4826
985,39.4,3.979,3.989,3.979,bbox,5.252,6.671,3.308,5.617,0.6762,4.6148,,,,
986,39.44,3.926,3.979,3.926,bbox,5.252,6.671,3.308,5.617,0.6928,4.5984,,,,
987,39.48,3.67,3.926,3.898,pose,5.301,6.671,3.387,5.617,0.704,4.5835,0.5521,0.0125,0.8796,0.2486
988,39.52,3.87,3.887,3.87,bbox,5.301,6.671,3.387,5.617,0.6997,4.5601,,,,
989,39.56,3.81,3.87,3.81,bbox,5.301,6.671,3.418,5.617,0.7082,4.5452,,,,
990,39.6,3.471,3.81,3.749,pose,5.301,6.671,3.418,5.617,0.7227,4.4921,0.5568,0.3501,0.8866,0.5646
991,39.64,3.669,3.67,3.669,bbox,5.333,6.671,3.457,5.617,0.7213,4.4196,,,,
992,39.68,3.636,3.669,3.636,bbox,5.333,6.671,3.51,5.617,0.7113,4.358,,,,
993,39.72,3.23,3.636,3.601,pose,5.333,6.671,3.582,5.617,0.6922,4.3114,0.5509,0.5865,0.8626,0.5734
994,39.76,3.607,3.607,3.607,bbox,5.333,6.671,3.644,5.617,0.6881,4.2931,,,,
995,39.8,3.605,3.607,3.605,bbox,5.333,6.671,3.69,5.617,0.6726,4.2812,,,,
996,39.84,3.217,3.605,3.612,pose,5.333,6.671,3.69,5.617,0.66,4.2573,0.535,0.6092,0.8907,0.5866
997,39.88,3.601,3.601,3.601,bbox,5.333,6.706,3.721,5.617,0.6611,4.2458,,,,
998,39.92,3.548,3.601,3.548,bbox,5.333,6.706,3.721,5.617,0.6753,4.2143,,,,
999,39.96,3.178,3.548,3.535,pose,5.333,6.706,3.756,5.617,0.6516,4.1921,0.5662,0.4984,0.8866,0.5834
1000,40.0,3.477,3.477,3.477,bbox,5.333,6.706,3.788,5.617,0.6624,4.163,,,,
1001,40.04,3.464,3.477,3.464,bbox,5.333,6.706,3.788,5.617,0.6608,4.1396,,,,
1002,40.08,3.158,3.464,3.464,pose,5.333,6.706,3.839,5.617,0.6509,4.133,0.5411,0.276,0.8844,0.593
1003,40.12,3.466,3.464,3.466,bbox,5.333,6.706,3.839,5.617,0.6478,4.1394,,,,
1004,40.16,3.43,3.464,3.43,bbox,5.333,6.706,3.839,5.617,0.6536,4.0871,,,,
1005,40.2,3.146,3.43,3.414,pose,5.333,6.706,3.839,5.617,0.6518,4.0664,0.5497,0.1299,0.873,0.6092
1006,40.24,3.392,3.392,3.392,bbox,5.333,6.706,3.915,5.617,0.6604,4.0547,,,,
1007,40.28,3.376,3.392,3.376,bbox,5.333,6.706,3.915,5.617,0.6628,4.0424,,,,
1008,40.32,3.125,3.376,3.331,pose,5.333,6.706,3.947,5.617,0.683,4.0168,0.5501,0.0832,0.8832,0.5753
1009,40.36,3.338,3.338,3.338,bbox,5.333,6.706,3.947,5.617,0.6766,4.0017,,,,
1010,40.4,3.318,3.338,3.318,bbox,5.333,6.706,3.985,5.617,0.6669,3.9728,,,,
1011,40.44,3.012,3.318,3.293,pose,5.333,6.706,3.985,5.617,0.6587,3.9515,0.5716,0.2142,0.8785,0.5415
1012,40.48,3.305,3.305,3.305,bbox,5.333,6.706,4.029,5.617,0.6484,3.9191,,,,
1013,40.52,3.285,3.305,3.285,bbox,5.333,6.706,4.029,5.617,0.589,3.853,,,,
1014,40.56,2.8,3.285,3.215,pose,5.333,6.706,4.083,5.617,0.5883,3.7965,0.5932,0.4171,0.8756,0.5619
1015,40.6,3.202,3.202,3.202,bbox,5.333,6.749,4.149,5.617,0.6299,3.8002,,,,
1016,40.64,3.144,3.202,3.144,bbox,5.333,6.785,4.202,5.617,0.5943,3.7148,,,,
1017,40.68,2.706,3.144,3.106,pose,5.333,6.785,4.202,5.617,0.6183,3.6953,0.5727,0.5424,0.8656,0.5418
1018,40.72,3.105,3.105,3.105,bbox,5.333,6.785,4.287,5.617,0.6343,3.6999,,,,
1019,40.76,3.117,3.117,3.117,bbox,5.333,6.785,4.287,5.617,0.616,3.6745,,,,
1020,40.8,2.703,3.105,3.11,pose,5.333,6.785,4.287,5.617,0.623,3.6688,0.5912,0.5466,0.8606,0.5345
1021,40.84,3.109,3.105,3.109,bbox,5.333,6.785,4.327,5.617,0.6421,3.6741,,,,
1022,40.88,3.109,3.109,3.109,bbox,5.368,6.785,4.327,5.617,0.6299,3.6626,,,,
1023,40.92,2.728,3.109,3.085,pose,5.368,6.785,4.327,5.617,0.648,3.6644,0.5432,0.4798,0.8755,0.5671
1024,40.96,3.08,3.08,3.08,bbox,5.368,6.785,4.327,5.617,0.6462,3.6618,,,,
1025,41.0,3.088,3.088,3.088,bbox,5.368,6.785,4.327,5.617,0.6361,3.6636,,,,
1026,41.04,2.716,3.08,3.098,pose,5.368,6.785,4.327,5.617,0.6376,3.6785,0.5501,0.5198,0.8606,0.5658
1027,41.08,3.112,3.08,3.112,bbox,5.368,6.785,4.327,5.617,0.6432,3.69,,,,
1028,41.12,3.144,3.088,3.144,bbox,5.368,6.785,4.327,5.617,0.6332,3.7025,,,,
1029,41.16,2.723,3.088,3.172,pose,5.368,6.785,4.327,5.617,0.6402,3.7343,0.5529,0.6173,0.8684,0.5151
1030,41.2,3.175,3.112,3.175,bbox,5.368,6.785,4.327,5.617,0.6643,3.7425,,,,
1031,41.24,3.206,3.144,3.206,bbox,5.368,6.785,4.327,5.677,0.6393,3.7439,,,,
1032,41.28,2.754,3.144,3.228,pose,5.368,6.785,4.327,5.677,0.6404,3.755,0.5645,0.5858,0.8838,0.4925
1033,41.32,3.242,3.175,3.242,bbox,5.368,6.785,4.327,5.677,0.648,3.7876,,,,
1034,41.36,3.282,3.206,3.282,bbox,5.368,6.785,4.327,5.677,0.6422,3.8206,,,,
1035,41.4,2.886,3.206,3.33,pose,5.368,6.785,4.327,5.73,0.6408,3.867,0.5677,0.4637,0.8871,0.5199
1036,41.44,3.369,3.242,3.369,bbox,5.368,6.785,4.327,5.763,0.6425,3.9324,,,,
1037,41.48,3.373,3.282,3.373,bbox,5.368,6.785,4.327,5.809,0.6414,3.968,,,,
1038,41.52,3.081,3.282,3.381,pose,5.368,6.785,4.327,5.875,0.6261,3.9873,0.5557,0.2342,0.8871,0.5744
1039,41.56,3.427,3.369,3.427,bbox,5.368,6.785,4.327,5.91,0.6159,4.0324,,,,
1040,41.6,3.466,3.373,3.466,bbox,5.368,6.785,4.327,5.91,0.6163,4.0656,,,,
1041,41.64,3.301,3.373,3.513,pose,5.368,6.785,4.327,5.975,0.6151,4.0885,0.5665,0.1172,0.8874,0.5709
1042,41.68,3.541,3.427,3.541,bbox,5.368,6.785,4.327,6.008,0.6238,4.1072,,,,
1043,41.72,3.6,3.466,3.6,bbox,5.368,6.785,4.327,6.008,0.6251,4.1187,,,,
1044,41.76,3.453,3.466,3.608,pose,5.368,6.785,4.327,6.05,0.619,4.1104,0.5586,0.0755,0.8943,0.514
1045,41.8,3.614,3.541,3.614,bbox,5.368,6.785,4.327,6.05,0.6247,4.1182,,,,
1046,41.84,3.577,3.577,3.577,bbox,5.368,6.785,4.327,6.05,0.6273,4.0963,,,,
1047,41.88,3.392,3.577,3.534,pose,5.368,6.785,4.327,6.05,0.6228,4.0875,0.5593,0.078,0.8867,0.5352
1048,41.92,3.483,3.483,3.483,bbox,5.368,6.785,4.327,6.05,0.6342,4.0634,,,,
1049,41.96,3.464,3.483,3.464,bbox,5.368,6.785,4.327,6.05,0.6275,4.0481,,,,
1050,42.0,3.27,3.464,3.448,pose,5.368,6.785,4.371,6.05,0.629,4.0406,0.5667,0.1495,0.8988,0.5619
1051,42.04,3.457,3.457,3.457,bbox,5.368,6.785,4.371,6.05,0.6363,4.0452,,,,
1052,42.08,3.458,3.458,3.458,bbox,5.368,6.785,4.371,6.05,0.6518,4.0529,,,,
1053,42.12,3.281,3.457,3.504,pose,5.368,6.785,4.371,6.05,0.6314,4.0395,0.5678,0.1984,0.8903,0.5279
1054,42.16,3.529,3.457,3.529,bbox,5.368,6.785,4.371,6.05,0.6308,4.0493,,,,
1055,42.2,3.498,3.458,3.498,bbox,5.368,6.785,4.371,6.05,0.6456,4.0464,,,,
1056,42.24,3.248,3.458,3.489,pose,5.368,6.785,4.371,6.05,0.6395,4.0478,0.5719,0.2171,0.8999,0.5306
1057,42.28,3.475,3.475,3.475,bbox,5.368,6.785,4.371,6.05,0.6446,4.0483,,,,
1058,42.32,3.433,3.475,3.433,bbox,5.368,6.785,4.371,6.05,0.6586,4.0382,,,,
1059,42.36,3.171,3.433,3.449,pose,5.368,6.785,4.371,6.05,0.6348,4.0261,0.5875,0.2543,0.8921,0.5719
1060,42.4,3.444,3.433,3.444,bbox,5.368,6.785,4.371,6.05,0.6353,4.0192,,,,
1061,42.44,3.477,3.444,3.477,bbox,5.368,6.785,4.409,6.05,0.6353,4.0218,,,,
1062,42.48,3.112,3.433,3.459,pose,5.368,6.785,4.409,6.05,0.6421,4.0057,0.6505,0.2502,0.848,0.5414
1063,42.52,3.44,3.44,3.44,bbox,5.368,6.785,4.409,6.05,0.6635,3.9946,,,,
1064,42.56,3.376,3.44,3.376,bbox,5.368,6.785,4.409,6.05,0.71,3.984,,,,
1065,42.6,2.818,3.376,3.316,pose,5.402,6.785,4.44,6.05,0.7628,3.9751,0.9454,0.2136,0.8205,0.5532
1066,42.64,3.261,3.261,3.261,bbox,5.448,6.785,4.44,6.05,0.8112,3.9667,,,,
1067,42.68,3.267,3.267,3.267,bbox,5.501,6.785,4.44,6.05,0.8422,3.9721,,,,
1068,42.72,2.644,3.261,3.281,pose,5.549,6.785,4.44,6.05,0.8629,3.9727,1.1189,0.155,0.7547,0.5755
1069,42.76,3.319,3.261,3.319,bbox,5.58,6.785,4.44,6.05,0.8759,3.9681,,,,
1070,42.8,3.314,3.267,3.314,bbox,5.58,6.785,4.44,6.05,0.8962,3.9541,,,,
1071,42.84,2.62,3.267,3.334,pose,5.614,6.785,4.44,6.05,0.8982,3.9447,1.1841,0.2069,0.698,0.5306
1072,42.88,3.352,3.314,3.352,bbox,5.614,6.785,4.48,6.05,0.9003,3.9364,,,,
1073,42.92,3.279,3.314,3.279,bbox,5.614,6.785,4.48,6.05,0.9695,3.9234,,,,
1074,42.96,2.406,3.279,3.197,pose,5.614,6.785,4.48,6.05,0.9895,3.8733,1.1623,0.4041,0.697,0.5594
1075,43.0,3.117,3.117,3.117,bbox,5.708,6.785,4.511,6.05,1.0078,3.8138,,,,
1076,43.04,3.055,3.117,3.055,bbox,5.708,6.785,4.561,6.05,1.014,3.7699,,,,
1077,43.08,2.218,3.055,2.938,pose,5.746,6.785,4.621,6.05,1.0552,3.7271,0.9982,0.5984,0.742,0.5347
1078,43.12,2.871,2.871,2.871,bbox,5.746,6.785,4.665,6.05,1.0897,3.6977,,,,
1079,43.16,2.856,2.871,2.856,bbox,5.793,6.785,4.708,6.05,1.1143,3.6682,,,,
1080,43.2,2.143,2.856,2.814,pose,5.828,6.785,4.708,6.05,1.1247,3.6593,0.9027,0.664,0.7734,0.4926
1081,43.24,2.807,2.807,2.807,bbox,5.828,6.785,4.766,6.05,1.1336,3.6563,,,,
1082,43.28,2.821,2.821,2.821,bbox,5.863,6.785,4.766,6.05,1.1401,3.6552,,,,
1083,43.32,2.153,2.807,2.831,pose,5.863,6.785,4.766,6.05,1.1326,3.6523,0.9101,0.6224,0.6747,0.5148
1084,43.36,2.762,2.762,2.762,bbox,5.863,6.785,4.766,6.05,1.1384,3.6169,,,,
1085,43.4,2.687,2.762,2.687,bbox,5.863,6.785,4.766,6.05,1.1317,3.5806,,,,
1086,43.44,2.058,2.687,2.602,pose,5.863,6.785,4.818,6.05,1.1312,3.5357,0.9313,0.4303,0.7101,0.5647
1087,43.48,2.555,2.555,2.555,bbox,5.863,6.785,4.854,6.05,1.1369,3.5198,,,,
1088,43.52,2.499,2.555,2.499,bbox,5.863,6.785,4.899,6.05,1.1396,3.493,,,,
1089,43.56,2.015,2.499,2.472,pose,5.863,6.785,4.899,6.05,1.1295,3.4654,0.9488,0.2863,0.7811,0.5757
1090,43.6,2.477,2.477,2.477,bbox,5.863,6.785,4.942,6.05,1.1212,3.4654,,,,
1091,43.64,2.494,2.494,2.494,bbox,5.863,6.785,4.942,6.05,1.1188,3.4507,,,,
1092,43.68,2.015,2.477,2.548,pose,5.863,6.785,4.942,6.05,1.1111,3.4441,0.9423,0.3452,0.718,0.5336
1093,43.72,2.589,2.477,2.589,bbox,5.863,6.785,4.973,6.05,1.1133,3.4614,,,,
1094,43.76,2.567,2.494,2.567,bbox,5.863,6.785,4.973,6.05,1.1154,3.4166,,,,
1095,43.8,1.836,2.494,2.511,pose,5.863,6.785,4.973,6.05,1.1133,3.3687,0.9502,0.5309,0.6696,0.5192
1096,43.84,2.437,2.437,2.437,bbox,5.863,6.785,5.018,6.05,1.1114,3.3327,,,,
1097,43.88,2.375,2.437,2.375,bbox,5.863,6.785,5.066,6.05,1.1057,3.3016,,,,
1098,43.92,1.667,2.375,2.351,pose,5.863,6.785,5.102,6.05,1.0965,3.2804,0.9352,0.6365,0.7719,0.5007
1099,43.96,2.31,2.31,2.31,bbox,5.863,6.785,5.133,6.05,1.1101,3.275,,,,
1100,44.0,2.293,2.31,2.293,bbox,5.863,6.785,5.133,6.05,1.1223,3.2652,,,,
1101,44.04,1.627,2.293,2.282,pose,5.863,6.785,5.133,6.05,1.1227,3.2547,0.8941,0.6581,0.7958,0.4946
1102,44.08,2.277,2.277,2.277,bbox,5.863,6.785,5.169,6.05,1.1182,3.2606,,,,
1103,44.12,2.271,2.277,2.271,bbox,5.863,6.785,5.169,6.05,1.1454,3.2547,,,,
1104,44.16,1.567,2.271,2.245,pose,5.863,6.785,5.169,6.05,1.1449,3.2233,0.9598,0.5716,0.6972,0.5365
1105,44.2,2.244,2.244,2.244,bbox,5.863,6.785,5.169,6.05,1.1447,3.1989,,,,
1106,44.24,2.265,2.265,2.265,bbox,5.863,6.785,5.211,6.05,1.1458,3.1908,,,,
1107,44.28,1.432,2.244,2.28,pose,5.863,6.785,5.211,6.05,1.1537,3.1769,1.0965,0.566,0.6321,0.5368
1108,44.32,2.209,2.209,2.209,bbox,5.863,6.785,5.244,6.05,1.1764,3.1074,,,,
1109,44.36,2.282,2.244,2.282,bbox,5.863,6.785,5.244,6.05,1.1985,3.1742,,,,
1110,44.4,1.572,2.209,2.253,pose,5.915,6.785,5.244,6.05,1.2076,3.156,1.0997,0.0422,0.5717,0.2025
1111,44.44,2.31,2.209,2.31,bbox,5.915,6.785,5.244,6.05,1.2072,3.2206,,,,
1112,44.48,2.234,2.234,2.234,bbox,5.915,6.785,5.244,6.05,1.1992,3.1946,,,,
1113,44.52,1.49,2.234,2.243,pose,5.915,6.785,5.244,6.05,1.1947,3.2323,1.1138,0.5192,0.6086,0.5697
1114,44.56,2.312,2.234,2.312,bbox,5.915,6.785,5.244,6.05,1.1877,3.3084,,,,
1115,44.6,2.343,2.31,2.343,bbox,5.915,6.785,5.244,6.091,1.1795,3.3282,,,,
1116,44.64,1.538,2.234,2.357,pose,5.915,6.785,5.244,6.167,1.1822,3.33,1.1157,0.5234,0.6665,0.5519
1117,44.68,2.442,2.312,2.442,bbox,5.915,6.785,5.244,6.167,1.1828,3.389,,,,
1118,44.72,2.452,2.343,2.452,bbox,5.915,6.785,5.244,6.167,1.1836,3.3738,,,,
1119,44.76,1.581,2.343,2.462,pose,5.915,6.785,5.244,6.216,1.1846,3.357,1.1345,0.5255,0.654,0.4729
1120,44.8,2.45,2.442,2.45,bbox,5.915,6.785,5.244,6.216,1.1948,3.3558,,,,
1121,44.84,2.415,2.442,2.415,bbox,5.915,6.785,5.244,6.216,1.193,3.3094,,,,
1122,44.88,1.456,2.415,2.379,pose,5.915,6.785,5.244,6.216,1.1952,3.2846,1.1202,0.6229,0.5971,0.4776
1123,44.92,2.344,2.344,2.344,bbox,5.915,6.785,5.291,6.216,1.1975,3.2412,,,,
1124,44.96,2.339,2.344,2.339,bbox,5.915,6.785,5.291,6.216,1.1727,3.2272,,,,
1125,45.0,1.263,2.339,2.381,pose,5.915,6.785,5.36,6.216,1.1421,3.2294,1.1663,0.8105,0.6484,0.4603
1126,45.04,2.316,2.316,2.316,bbox,5.915,6.785,5.36,6.216,1.1347,3.1834,,,,
1127,45.08,2.271,2.316,2.271,bbox,5.915,6.785,5.36,6.216,1.1552,3.1524,,,,
1128,45.12,1.447,2.271,2.187,pose,5.915,6.785,5.417,6.216,1.1844,3.0834,0.9631,0.7422,0.7625,0.4246
1129,45.16,2.185,2.185,2.185,bbox,5.915,6.785,5.448,6.216,1.2399,3.1304,,,,
1130,45.2,2.162,2.185,2.162,bbox,5.915,6.785,5.448,6.216,1.3014,3.1681,,,,
1131,45.24,1.547,2.162,2.166,pose,5.978,6.785,5.448,6.216,1.3542,3.2094,0.8969,0.7502,0.789,0.417
1132,45.28,2.282,2.162,2.282,bbox,6.04,6.785,5.448,6.216,1.3157,3.2501,,,,
1133,45.32,2.361,2.185,2.361,bbox,6.04,6.785,5.448,6.273,1.2719,3.317,,,,
1134,45.36,1.719,2.162,2.429,pose,6.04,6.785,5.448,6.314,1.2647,3.3661,1.011,0.6706,0.6867,0.4488
1135,45.4,2.516,2.282,2.516,bbox,6.04,6.785,5.448,6.38,1.2341,3.3852,,,,
1136,45.44,2.489,2.361,2.489,bbox,6.04,6.785,5.448,6.43,1.2788,3.3959,,,,
1137,45.48,1.555,2.361,2.373,pose,6.04,6.785,5.448,6.43,1.3938,3.4011,0.8839,0.6208,0.6616,0.4274
1138,45.52,2.258,2.258,2.258,bbox,6.04,6.785,5.448,6.43,1.515,3.3951,,,,
1139,45.56,2.138,2.258,2.138,bbox,6.132,6.785,5.448,6.43,1.5967,3.4073,,,,
1140,45.6,1.496,2.138,2.143,pose,6.253,6.785,5.448,6.465,1.6617,3.4258,0.728,0.5504,0.6793,0.4522
1141,45.64,2.114,2.114,2.114,bbox,6.335,6.785,5.448,6.465,1.7017,3.4562,,,,
1142,45.68,2.108,2.114,2.108,bbox,6.4,6.785,5.448,6.465,1.7147,3.4929,,,,
1143,45.72,1.617,2.108,2.144,pose,6.4,6.785,5.448,6.52,1.6705,3.5072,0.503,0.358,0.7497,0.4884
1144,45.76,2.187,2.108,2.187,bbox,6.4,6.785,5.448,6.556,1.6506,3.56,,,,
1145,45.8,2.197,2.114,2.197,bbox,6.4,6.785,5.448,6.556,1.6304,3.5625,,,,
1146,45.84,1.752,2.108,2.285,pose,6.4,6.785,5.448,6.624,1.5339,3.562,0.4687,0.1739,0.8096,0.508
